code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,22.7742,15.8074,0.0971,3707.518,0.1067,3373.9456
000004,国农科技,5.5292,65.1089,0.3436,1047.7299,0.2567,1402.4153
000005,世纪星源,0.3113,1156.4407,1.3903,258.9369,0.0792,4545.4545
000006,深振业A,79.5087,4.5278,0.113,3185.8407,0.144,2500.0
000007,全新好,1.2173,295.7365,0.8911,403.9951,0.1353,2660.7539
000008,神州高铁,14.6239,24.6172,8.2277,43.7546,0.8784,409.8361
000009,中国宝安,3.0431,118.3004,0.2182,1649.8625,0.2063,1745.0315
000010,美丽生态,1.2296,292.7781,0.4571,787.5738,0.2309,1559.1165
000011,深物业A,16.8619,21.3499,0.2569,1401.3235,0.4301,837.0146
000012,南玻A,9.8723,36.4657,6.2551,57.553,1.9658,183.1315
000014,沙河股份,51.5239,6.987,0.1127,3194.3212,0.1394,2582.4964
000016,深康佳A,4.378,82.2293,2.0518,175.4557,0.7464,482.3151
000017,深中华A,31.3389,11.4873,3.4398,104.6572,1.0502,342.7918
000018,神州长城,6.7014,53.7201,20.4195,17.6302,0.095,3789.4737
000019,深深宝A,2.0025,179.7753,0.8747,411.5697,0.3136,1147.9592
000020,深华发A,2.0081,179.2739,4.492,80.1425,0.7399,486.5522
000021,深科技,5.2724,68.2801,10.7678,33.433,0.8986,400.6232
000022,深赤湾A,3.1144,115.5921,17.8363,20.1836,1.0801,333.3025
000023,深天地A,0.8764,410.7713,1.5364,234.314,0.436,825.6881
000025,特力A,38.55,9.3385,4.3578,82.6105,1.4726,244.4656
000026,飞亚达A,4.5562,79.0132,0.5151,698.8934,0.6068,593.2762
000027,深圳能源,3.6792,97.8474,3.5779,100.6177,0.5832,617.284
000028,国药一致,2.1158,170.1484,5.3734,66.9967,1.2241,294.0936
000029,深深房A,13.9654,25.778,0.0948,3797.4684,0.0967,3722.8542
000030,富奥股份,2.1461,167.7461,3.4782,103.5018,1.6063,224.1175
000031,中粮地产,13.5546,26.5592,0.0825,4363.6364,0.0904,3982.3009
000032,深桑达A,7.0026,51.4095,1.5318,235.0176,0.7015,513.186
000033,*ST新都,2.3119,155.7161,12.0675,29.8322,0.334,1077.8443
000034,神州数码,13.2817,27.105,3.7632,95.6633,2.1071,170.8509
000035,中国天楹,,,,,0.3061,1176.0862
000036,华联控股,13.6279,26.4164,0.0253,14229.249,0.0267,13483.1461
000037,*ST南电A,0.6211,579.6168,0.7243,497.0316,0.1687,2133.9656
000038,深大通,,,0.0483,7453.4161,0.0474,7594.9367
000039,中集集团,2.7271,132.0084,1.3592,264.8617,0.703,512.091
000040,东旭蓝天,24.6333,14.6144,0.0462,7792.2078,0.0807,4460.9665
000042,中洲控股,68.7988,5.2326,0.0581,6196.2134,0.087,4137.931
000043,中航地产,3.2909,109.3926,0.1125,3200.0,0.1074,3351.9553
000045,深纺织A,4.5678,78.8126,2.9734,121.0735,0.5611,641.5969
000046,泛海控股,4.072,88.4086,0.026,13846.1538,0.0473,7610.9937
000048,康达尔,31.652,11.3737,3.342,107.7199,1.102,326.6788
000049,德赛电池,1.8778,191.7137,6.7057,53.6857,0.9871,364.7047
000050,深天马A,2.3033,156.2975,3.873,92.9512,1.0302,349.4467
000055,方大集团,0.8955,402.0101,2.1365,168.4999,0.4958,726.0992
000056,皇庭国际,35.1724,10.2353,0.005,72000.0,0.0061,59016.3934
000058,深赛格,17.9322,20.0756,4.6175,77.9643,0.3207,1122.5444
000059,华锦股份,179.0506,2.0106,3.3419,107.7232,1.9629,183.4021
000060,中金岭南,11.3025,31.8514,1.5221,236.5153,0.8924,403.4065
000061,农产品,14.5076,24.8146,6.3194,56.9674,0.421,855.1069
000062,深圳华强,32.3173,11.1395,0.1687,2133.9656,0.2036,1768.1729
000063,中兴通讯,1.7012,211.6153,2.3662,152.1427,0.4683,768.738
000065,北方国际,1.131,318.3024,1.7231,208.9258,0.2676,1345.2915
000066,中国长城,2.9754,120.9921,3.0268,118.9375,1.211,297.275
000068,华控赛格,1.8058,199.3576,26753.518,0.0135,1.2357,291.3328
000069,华侨城A,24.7301,14.5572,0.1161,3100.7752,0.2062,1745.8778
000070,特发信息,1.4216,253.2358,1.3372,269.2193,0.4973,723.9091
000078,海王生物,1.5402,233.7359,4.4583,80.7483,0.7543,477.2637
000088,盐田港,7.0933,50.7521,2029.7491,0.1774,0.1702,2115.1586
000089,深圳机场,3.4996,102.8689,283.7318,1.2688,0.8139,442.3148
000090,天健集团,7.8847,45.658,0.3464,1039.261,0.3174,1134.2155
000096,广聚能源,123.2927,2.9199,3.2777,109.8331,0.498,722.8916
000099,中信海直,2.0356,176.852,1.1653,308.9333,0.3872,929.7521
000100,TCL集团,4.8474,74.2666,2.5647,140.3673,0.7472,481.7987
000150,宜华健康,2.4868,144.7644,0.0119,30252.1008,0.0134,26865.6716
000151,中成股份,31.3667,11.4771,3.4886,103.1933,0.421,855.1069
000153,丰原药业,2.5254,142.5517,2.6477,135.9671,0.9043,398.098
000155,*ST川化,13.7659,26.1516,2.9127,123.5967,0.9071,396.8691
000156,华数传媒,2.7936,128.866,11.3472,31.7259,1.0339,348.1962
000157,中联重科,0.9314,386.5149,1.1829,304.3368,0.2977,1209.2711
000158,常山股份,34.0939,10.5591,2.4356,147.8075,1.0035,358.7444
000159,国际实业,4.4516,80.8698,0.495,727.2727,0.2734,1316.752
000166,申万宏源,,,,,,
000301,东方市场,14.0712,25.5842,0.8519,422.5848,0.5058,711.7438
000333,美的集团,5.886,61.1621,4.5912,78.4109,1.1201,321.3999
000338,潍柴动力,6.0039,59.961,3.1594,113.9457,0.7081,508.4028
000400,许继电气,0.7716,466.563,1.1803,305.0072,0.4294,838.3791
000401,冀东水泥,5.2962,67.9733,2.3548,152.8792,0.6323,569.35
000402,金融街,18.2618,19.7133,0.1154,3119.5841,0.1206,2985.0746
000403,ST生化,52.8495,6.8118,0.5103,705.4674,0.8743,411.758
000404,华意压缩,3.0222,119.1185,3.8089,94.5155,0.9597,375.1172
000407,胜利股份,2.5435,141.5373,2.1866,164.6392,0.625,576.0
000408,*ST金源,9.0779,39.6567,1.14,315.7895,0.425,847.0588
000409,山东地矿,2.8203,127.646,4.6756,76.9955,0.4805,749.2196
000410,沈阳机床,0.7728,465.8385,0.6366,565.5042,0.3317,1085.3181
000411,英特集团,2.9338,122.7078,5.2546,68.5114,1.4133,254.723
000413,东旭光电,0.4342,829.111,0.5448,660.793,0.0551,6533.5753
000415,渤海金控,6.6833,53.8656,,,0.5069,710.1993
000416,民生控股,256.6636,1.4026,11.4926,31.3245,0.2819,1277.0486
000417,合肥百货,195.5923,1.8406,7.062,50.9771,1.1966,300.8524
000418,小天鹅A,5.4262,66.3448,3.7366,96.3443,0.6063,593.7655
000419,通程控股,92.5043,3.8917,6.4652,55.6827,1.1931,301.735
000420,吉林化纤,6.8702,52.4002,1.5358,234.4055,0.4308,835.6546
000421,南京公用,10.8217,33.2665,0.6793,529.9573,0.3788,950.3696
000422,湖北宜化,14.39,25.0174,1.7617,204.3481,0.9699,371.1723
000423,东阿阿胶,10.6899,33.6766,1.5046,239.2663,0.4114,875.0608
000425,徐工机械,0.7176,501.6722,1.5443,233.1153,0.3669,981.1938
000426,兴业矿业,24.4716,14.7109,0.9779,368.1358,1.1917,302.0895
000428,华天酒店,9.6553,37.2852,0.2954,1218.6865,0.4983,722.4564
000429,粤高速A,15.3955,23.3835,,,0.5892,610.998
000430,张家界,269.9189,1.3337,38.2168,9.4199,2.4658,145.9972
000488,晨鸣纸业,2.8318,127.1276,1.9408,185.4905,0.5333,675.0422
000498,山东路桥,1.2443,289.3193,0.7539,477.5169,0.3423,1051.709
000501,鄂武商A,842.1708,0.4275,9.2523,38.9092,2.0053,179.5243
000502,绿景控股,5.1658,69.6891,0.0302,11920.5298,0.0411,8759.1241
000503,海虹控股,50.3367,7.1518,44.9315,8.0122,0.1067,3373.9456
000504,*ST生物,0.3805,946.1235,22.4467,16.038,0.2676,1345.2915
000505,*ST珠江,7.893,45.61,0.7028,512.2368,0.1621,2220.8513
000506,中润资源,32.4479,11.0947,0.3309,1087.942,0.2008,1792.8287
000507,珠海港,3.9109,92.0504,93.2468,3.8607,0.6157,584.7003
000509,华塑控股,2.3312,154.4269,2.1873,164.5865,0.7546,477.0739
000510,金路集团,64.3675,5.5929,4.8701,73.9205,1.3558,265.5259
000511,*ST烯碳,6.3209,56.9539,0.1056,3409.0909,0.1075,3348.8372
000513,丽珠集团,2.5294,142.3262,1.4191,253.6819,0.6776,531.2869
000514,渝开发,2.5828,139.3836,0.0625,5760.0,0.0605,5950.4132
000516,国际医学,65.4367,5.5015,37.8847,9.5025,1.3723,262.3333
000517,荣安地产,147.7029,2.4373,0.2881,1249.5661,0.2815,1278.8632
000518,四环生物,1.1337,317.5443,1.4219,253.1824,0.2283,1576.8725
000519,中兵红箭,1.7013,211.6029,1.3129,274.2021,0.5942,605.8566
000520,长航凤凰,2.7117,132.758,8.9971,40.0129,0.6763,532.3081
000521,美菱电器,6.2497,57.6028,3.0847,116.705,0.9005,399.7779
000523,广州浪奇,4.3798,82.1955,6.7494,53.3381,1.3566,265.3693
000524,岭南控股,18.7254,19.2252,10.4479,34.4567,0.6587,546.531
000525,红太阳,10.0271,35.9027,1.4039,256.4285,0.6133,586.9884
000526,*ST紫学,0.1802,1997.7802,,,0.0522,6896.5517
000528,柳工,2.5452,141.4427,1.1473,313.7802,0.4555,790.3403
000529,广弘控股,20.8246,17.2872,4.2261,85.1849,1.3326,270.1486
000530,大冷股份,2.1998,163.6512,1.6389,219.6595,0.5715,629.9213
000531,穗恒运A,4.3601,82.5669,0.7218,498.7531,0.4154,866.6346
000532,力合股份,1.5087,238.616,0.9784,367.9477,0.2558,1407.3495
000533,万家乐,4.2888,83.9396,2.4019,149.8813,0.8424,427.3504
000534,万泽股份,1.2608,285.533,0.066,5454.5455,0.0966,3726.7081
000536,华映科技,1.3966,257.7689,5.3662,67.0866,0.4569,787.9186
000537,广宇发展,2553.2417,0.141,0.2567,1402.4153,0.2979,1208.4592
000538,云南白药,10.4978,34.2929,1.0985,327.7196,0.7547,477.0107
000539,粤电力A,4.66,77.2532,5.8056,62.0091,1.1626,309.6508
