code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,0.0589,6112.0543,,,,
000002,万科A,7.4727,48.1754,0.0285,12631.5789,0.0357,10084.0336
000004,国农科技,2.7546,130.6905,0.1748,2059.4966,0.1234,2917.342
000005,世纪星源,7.1876,50.0863,0.5676,634.2495,0.0713,5049.0884
000006,深振业A,,,0.0403,8933.0025,0.0653,5513.0168
000007,全新好,9.1569,39.3146,0.6857,525.0109,0.2412,1492.5373
000008,神州高铁,1.4144,254.5249,4.8968,73.5174,0.0423,8510.6383
000009,中国宝安,1.3615,264.4142,0.0802,4488.7781,0.0835,4311.3772
000010,美丽生态,0.2312,1557.0934,0.1319,2729.3404,0.101,3564.3564
000011,深物业A,1.6927,212.678,0.0454,7929.5154,0.043,8372.093
000012,南玻A,4.0363,89.1906,2.4335,147.9351,0.5908,609.3433
000014,沙河股份,7.4898,48.0654,0.0113,31858.4071,0.0278,12949.6403
000016,深康佳A,1.9002,189.4537,0.9339,385.4802,0.2478,1452.7845
000017,深中华A,14.9011,24.1593,1.5477,232.6032,0.5513,653.002
000018,神州长城,3.407,105.6648,6.6956,53.7667,0.0454,7929.5154
000019,深深宝A,1.1533,312.1477,0.8761,410.912,0.0972,3703.7037
000020,深华发A,1.4764,243.8364,3.1627,113.8268,0.5379,669.2694
000021,深科技,2.7348,131.6367,4.4941,80.105,0.5207,691.377
000022,深赤湾A,1.7008,211.6651,7.3579,48.927,0.4923,731.2614
000023,深天地A,0.3859,932.8842,0.7788,462.2496,0.1944,1851.8519
000025,特力A,14.0311,25.6573,2.2584,159.4049,0.7522,478.5961
000026,飞亚达A,2.5746,139.8275,0.2926,1230.3486,0.3223,1116.9718
000027,深圳能源,1.6958,212.2892,2.1586,166.7748,0.2981,1207.6484
000028,国药一致,1.1159,322.6096,3.0588,117.6932,0.64,562.5
000029,深深房A,12.8599,27.994,0.0758,4749.3404,0.091,3956.044
000030,富奥股份,,,,,0.0,
000031,中粮地产,4.7592,75.643,0.0217,16589.8618,0.0278,12949.6403
000032,深桑达A,2.2076,163.073,0.3725,966.443,0.2184,1648.3516
000033,*ST新都,1.5226,236.4377,6.4317,55.9728,0.1321,2725.2082
000034,神州数码,3.4453,104.4902,1.8331,196.3886,0.725,496.5517
000035,中国天楹,0.1066,3377.1107,,,0.0034,105882.3529
000036,华联控股,34.8593,10.3272,0.031,11612.9032,0.0526,6844.1065
000037,*ST南电A,0.4825,746.114,0.5323,676.3104,0.1449,2484.472
000038,深大通,,,0.0142,25352.1127,0.0147,24489.7959
000039,中集集团,1.6497,218.2215,0.657,547.9452,0.308,1168.8312
000040,东旭蓝天,37.387,9.629,0.0682,5278.5924,0.1578,2281.3688
000042,中洲控股,73.0955,4.9251,0.0946,3805.4968,0.1528,2356.0209
000043,中航地产,1.658,217.1291,0.0561,6417.1123,0.0614,5863.1922
000045,深纺织A,3.2023,112.4192,2.3507,153.1459,0.305,1180.3279
000046,泛海控股,1.3531,266.0557,0.0047,76595.7447,0.0089,40449.4382
000048,康达尔,10.8011,33.3299,2.2876,157.3702,0.3778,952.8851
000049,德赛电池,1.0313,349.074,2.9737,121.0613,0.6309,570.6134
000050,深天马A,1.0386,346.6205,2.0266,177.6374,0.4251,846.8596
000055,方大集团,0.3521,1022.4368,0.7758,464.0371,0.182,1978.022
000056,皇庭国际,5.8109,61.9525,0.0022,163636.3636,0.0023,156521.7391
000058,深赛格,11.7128,30.7356,87.0186,4.137,0.1241,2900.8864
000059,华锦股份,88.1418,4.0843,1.8621,193.3301,1.1576,310.9883
000060,中金岭南,5.7497,62.612,1.1885,302.9028,0.6487,554.9561
000061,农产品,7.7443,46.4858,2.8016,128.498,0.1504,2393.617
000062,深圳华强,17.935,20.0725,0.0506,7114.6245,0.0809,4449.9382
000063,中兴通讯,0.7438,484.0011,0.8394,428.8778,0.2231,1613.6262
000065,北方国际,0.0476,7563.0252,0.108,3333.3333,0.0156,23076.9231
000066,中国长城,1.21,297.5207,2.0164,178.536,0.6026,597.4112
000068,华控赛格,,,2.8498,126.3247,0.0334,10778.4431
000069,华侨城A,9.2775,38.8036,0.0387,9302.3256,0.0621,5797.1014
000070,特发信息,0.8556,420.7574,0.87,413.7931,0.2958,1217.0385
000078,海王生物,0.8549,421.1019,2.3463,153.4331,0.416,865.3846
000088,盐田港,3.6212,99.4146,459.8451,0.7829,0.0671,5365.1267
000089,深圳机场,1.7372,207.23,116.0587,3.1019,0.274,1313.8686
000090,天健集团,2.6973,133.4668,0.1311,2745.9954,0.1281,2810.3044
000096,广聚能源,74.1121,4.8575,7.1536,50.3243,0.36,1000.0
