code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,1.1597,310.4251,,,,
000002,万科A,31.9517,11.267,0.1016,3543.3071,0.1185,3037.9747
000004,国农科技,4.6313,77.732,0.2844,1265.8228,0.2314,1555.7476
000005,世纪星源,15.0575,23.9084,0.2935,1226.5758,0.116,3103.4483
000006,深振业A,,,0.0883,4077.0102,0.1208,2980.1325
000007,全新好,8.4652,42.5271,0.7145,503.8488,0.6025,597.5104
000008,神州高铁,6.1002,59.0145,,,0.113,3185.8407
000009,中国宝安,5.2097,69.1019,0.4531,794.5266,0.2798,1286.6333
000010,美丽生态,0.819,439.5604,0.4587,784.8267,0.2917,1234.1447
000011,深物业A,10.1046,35.6273,0.376,957.4468,0.3127,1151.2632
000012,南玻A,11.1684,32.2338,5.2882,68.0761,2.1033,171.1596
000014,沙河股份,71.5098,5.0343,0.172,2093.0233,0.2729,1319.1645
000016,深康佳A,6.4897,55.4725,1.7094,210.6002,0.6886,522.7999
000017,深中华A,126.0823,2.8553,3.0611,117.6048,1.3905,258.8997
000018,神州长城,3.2804,109.7427,2.6863,134.0133,0.0881,4086.2656
000019,深深宝A,2.9318,122.7915,1.466,245.5662,0.4786,752.1939
000020,深华发A,1.6123,223.2835,5.4909,65.563,0.7749,464.5761
000021,深科技,10.9801,32.7866,18.9863,18.961,2.8184,127.732
000022,深赤湾A,3.6604,98.3499,13.3479,26.9705,0.6681,538.8415
000023,深天地A,1.8668,192.8434,1.1128,323.5083,0.6301,571.3379
000025,特力A,28.7162,12.5365,6.0745,59.2641,1.4444,249.2384
000026,飞亚达A,6.0499,59.5051,0.7103,506.8281,0.7589,474.3708
000027,深圳能源,3.6275,99.2419,4.7926,75.1158,0.7706,467.1684
000028,国药一致,2.3924,150.4765,6.1321,58.7075,1.3384,268.9779
000029,深深房A,33.6671,10.6929,0.1612,2233.2506,0.2046,1759.5308
000030,富奥股份,,,,,0.0,
000031,中粮地产,6.196,58.102,0.0372,9677.4194,0.0491,7331.9756
000032,深桑达A,5.3396,67.4208,0.932,386.2661,0.5387,668.2755
000033,*ST新都,2.9933,120.2686,12.0069,29.9828,0.3127,1151.2632
000034,神州数码,9.2699,38.8354,3.5799,100.5615,1.7136,210.084
000035,中国天楹,0.1913,1881.861,,,0.0321,11214.9533
000036,华联控股,175.6582,2.0494,0.0812,4433.4975,0.0811,4438.9642
000037,*ST南电A,2.0136,178.7843,0.7463,482.3797,0.334,1077.8443
000038,深大通,,,0.2117,1700.5196,0.2575,1398.0583
000039,中集集团,3.19,112.8527,1.916,187.8914,0.7596,473.9336
000040,东旭蓝天,80.0603,4.4966,0.2334,1542.4165,0.227,1585.9031
000042,中洲控股,20.1383,17.8764,0.1133,3177.4051,0.1346,2674.5914
000043,中航地产,4.0063,89.8585,0.1096,3284.6715,0.1155,3116.8831
000045,深纺织A,6.9229,52.0013,5.3148,67.7354,1.2907,278.9184
000046,泛海控股,20.2179,17.806,0.0268,13432.8358,0.0358,10055.8659
000048,康达尔,23.6838,15.2003,3.1946,112.6902,1.7815,202.0769
000049,德赛电池,1.7595,204.6036,4.4047,81.7309,1.0356,347.6246
000050,深天马A,3.9181,91.8813,3.7532,95.9181,0.6741,534.0454
000055,方大集团,1.2258,293.6858,1.5813,227.6608,0.4156,866.2175
000056,皇庭国际,5.4067,66.5841,0.0042,85714.2857,0.0044,81818.1818
000058,深赛格,8.8439,40.706,25.1005,14.3423,0.3207,1122.5444
000059,华锦股份,172.2352,2.0902,4.8688,73.9402,1.4352,250.8361
000060,中金岭南,15.1183,23.8122,1.1907,302.3432,0.7996,450.2251
000061,农产品,15.8622,22.6955,4.1691,86.3496,0.2251,1599.2892
000062,深圳华强,75.4073,4.7741,0.1246,2889.2456,0.1557,2312.1387
000063,中兴通讯,1.9325,186.2872,1.9784,181.9652,0.5376,669.6429
000065,北方国际,3.4644,103.9141,1.3946,258.1385,0.3983,903.8413
000066,中国长城,3.1289,115.0564,4.157,86.6009,1.5104,238.3475
000068,华控赛格,3.4404,104.639,6.1185,58.838,0.5811,619.5147
000069,华侨城A,29.2325,12.3151,0.2792,1289.3983,0.3396,1060.0707
000070,特发信息,1.8152,198.3253,1.8018,199.8002,0.5586,644.4683
000078,海王生物,2.3637,152.3036,4.817,74.7353,0.9285,387.7221
000088,盐田港,14.9617,24.0614,262.8194,1.3698,0.1153,3122.2897
000089,深圳机场,3.0886,116.5577,248.5569,1.4484,0.4961,725.6601
000090,天健集团,4.6915,76.7345,0.3868,930.7135,0.3273,1099.9083
000096,广聚能源,63.526,5.667,18.6878,19.2639,0.9833,366.1141
000099,中信海直,2.166,166.205,1.0667,337.4895,0.5363,671.2661
000100,TCL集团,4.3635,82.5026,2.8363,126.9259,0.8735,412.1351
000150,宜华健康,7.3558,48.941,0.0191,18848.1675,0.0327,11009.1743
000151,中成股份,18.2628,19.7122,2.1364,168.5078,0.5334,674.9156
000153,丰原药业,2.2249,161.805,2.706,133.0377,0.96,375.0
000155,*ST川化,24.822,14.5033,3.0521,117.9516,1.2984,277.2643
000156,华数传媒,16.1322,22.3156,15.2051,23.6763,2.2177,162.3303
000157,中联重科,2.5307,142.2531,1.7013,211.6029,0.6132,587.0841
000158,常山股份,11.44,31.4685,2.3909,150.5709,0.827,435.3083
000159,国际实业,6.7986,52.9521,0.3416,1053.8642,0.2919,1233.2991
000166,申万宏源,,,,,,
000301,东方市场,2.0388,176.5745,0.8946,402.4145,0.3973,906.1163
000333,美的集团,5.8945,61.0739,4.3099,83.5286,1.2559,286.647
000338,潍柴动力,8.0945,44.4746,4.3967,81.8796,1.0851,331.7667
000400,许继电气,0.6581,547.0293,0.6925,519.8556,0.3056,1178.0105
000401,冀东水泥,8.0833,44.5363,3.0573,117.751,0.6405,562.0609
000402,金融街,4.6093,78.103,0.0409,8801.956,0.0552,6521.7391
000403,ST生化,11.0885,32.4661,0.6791,530.1134,0.8944,402.5045
000404,华意压缩,3.352,107.3986,3.9965,90.0788,1.2308,292.4927
000407,胜利股份,2.5853,139.2488,2.063,174.5032,0.6675,539.3258
000408,*ST金源,0.6107,589.4875,0.8214,438.2761,0.0792,4545.4545
000409,山东地矿,0.0,,,,0.0,
000410,沈阳机床,1.8885,190.6275,1.1954,301.1544,0.6098,590.3575
000411,英特集团,3.5021,102.7955,7.319,49.187,1.8249,197.2711
000413,东旭光电,0.6453,557.8801,0.3648,986.8421,0.1334,2698.6507
000415,渤海金控,0.5698,631.8006,0.2252,1598.579,0.0888,4054.0541
000416,民生控股,1687.7447,0.2133,11.2842,31.903,0.4655,773.362
000417,合肥百货,145.1655,2.4799,7.0547,51.0298,1.5427,233.3571
000418,小天鹅A,4.3451,82.8519,7.867,45.7608,0.9745,369.4202
000419,通程控股,71.6162,5.0268,4.9065,73.3721,1.643,219.1114
000420,吉林化纤,9.7007,37.1107,2.095,171.8377,1.1572,311.0957
000421,南京公用,10.2238,35.212,1.1574,311.042,0.6374,564.7945
000422,湖北宜化,14.2659,25.235,2.0821,172.9024,1.0803,333.2408
000423,东阿阿胶,8.0193,44.8917,2.9614,121.5641,0.5505,653.951
000425,徐工机械,5.0511,71.2716,2.7345,131.6511,1.011,356.0831
000426,兴业矿业,1.4665,245.4824,9.3707,38.4176,0.465,774.1935
000428,华天酒店,10.2028,35.2844,1.1757,306.2006,0.6273,573.8881
000429,粤高速A,26.6932,13.4866,974.0568,0.3696,0.6098,590.3575
000430,张家界,71.773,5.0158,19.8659,18.1215,1.9832,181.5248
000488,晨鸣纸业,4.8984,73.4934,2.3849,150.9497,0.7844,458.9495
000498,山东路桥,,,,,0.0,
000501,鄂武商A,161.3182,2.2316,10.0355,35.8727,2.4829,144.9917
000502,绿景控股,10.8368,33.2201,0.0377,9549.0716,0.0544,6617.6471
000503,海虹控股,3.2542,110.6263,135.9663,2.6477,0.072,5000.0
000504,*ST生物,1.259,285.9412,4.5185,79.6725,0.6294,571.9733
000505,*ST珠江,160.5268,2.2426,1.0203,352.8374,0.6095,590.6481
000506,中润资源,5.6197,64.0604,0.0609,5911.33,0.1036,3474.9035
000507,珠海港,2.8031,128.4292,1.0683,336.984,0.2291,1571.3662
000509,华塑控股,2.9219,123.2075,1.8892,190.5568,0.5915,608.6221
000510,金路集团,77.7651,4.6293,2.4105,149.3466,1.1953,301.1796
000511,*ST烯碳,12.7044,28.3366,0.0569,6326.8893,0.0708,5084.7458
000513,丽珠集团,3.2408,111.0837,1.6071,224.006,0.6907,521.2104
000514,渝开发,67.0835,5.3664,0.1828,1969.3654,0.1791,2010.0503
000516,国际医学,35098.171,0.0103,7.983,45.0958,1.333,270.0675
000517,荣安地产,202.5973,1.7769,0.0625,5760.0,0.0787,4574.3329
000518,四环生物,1.0373,347.0549,0.2336,1541.0959,0.2132,1688.5553
