code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.3,-1.52,11.77,11.62,-6.92,2318900.0,2.61,10派1.36,03-15
000005,世纪星源,0.01,-85.87,,1.18,,1530.84,-85.91,,04-21
000006,深振业A,0.6,3.49,,15.24,,80563.64,3.47,10派1.81,03-30
000008,神州高铁,0.31,61.98,,13.33,,87378.05,67.43,10派0.5,04-26
000010,美丽生态,-1.29,-2763.99,,-63.0,,-106142.69,-2761.74,,04-27
000011,深物业A,1.05,75.56,,26.64,,62296.27,75.55,10派3,03-30
000012,南玻A,0.35,-7.89,,10.15,,82538.83,3.47,10派0.5转1.5,04-23
000014,沙河股份,0.04,-73.34,,1.03,,763.03,-73.32,10派0.1,03-29
000016,深康佳A,2.1,5189.92,,63.26,,505702.52,5185.74,10派1.62,03-31
000017,深中华A,0.0,-36.17,,10.11,,152.96,-41.25,,04-18
000019,深深宝A,-0.11,-150.91,,-5.46,,-5409.41,-155.99,,04-24
000021,深科技,0.37,152.51,,9.74,,54130.3,152.45,10派0.5,04-12
000022,深赤湾A,0.78,-5.33,,10.45,,50449.51,-5.24,10派13.19,03-07
000025,特力A,0.22,145.79,,7.2,,6686.28,145.88,,04-03
000026,飞亚达A,0.32,26.72,,5.79,,14021.63,26.71,10派2,03-10
000027,深圳能源,0.19,-44.12,,3.39,,74933.82,-44.37,10派0.8,04-13
000028,国药一致,2.47,-11.79,,11.91,,105779.19,-10.86,10派3,03-22
000030,富奥股份,0.64,23.08,,15.22,,83154.76,22.88,10派2送4,04-26
000031,中粮地产,0.52,30.0,,15.44,,94533.11,31.27,10派0.55,03-17
000032,深桑达A,0.06,-56.54,,1.83,,2637.12,-56.56,10派0.2,04-26
000035,中国天楹,0.17,1.17,,8.96,,22226.92,4.98,,04-18
000036,华联控股,1.18,-0.25,,34.54,,134312.51,-0.4,10派5,04-27
000037,深南电A,0.03,-98.62,,0.82,,1590.42,-98.78,,03-22
000039,中集集团,0.81,478.57,10.88,8.0,1.43,250924.2,364.97,10派2.7,03-28
000042,中洲控股,0.93,133.8,,10.01,,61536.32,136.19,10派2,04-27
000043,中航地产,0.23,-6.69,,3.64,,15058.78,-6.69,10派1,03-15
000045,深纺织A,0.1,-158.82,,2.23,,5277.61,-160.47,,03-29
000046,泛海控股,0.56,-7.96,,15.14,,289131.87,-7.0,10派1.5,04-28
000049,德赛电池,1.46,17.72,,23.63,,30053.56,17.72,10派2.5,03-27
000050,深天马A,0.58,41.83,,5.73,,80720.43,41.82,10派0.7,03-01
000056,皇庭国际,0.15,50.0,,3.41,,17782.37,56.71,10派0.4,04-21
