code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,0.804,0.0157,2.2349,0.0165,
000002,万科A,-0.0539,-0.0064,-0.3156,-0.0087,-1.1108
000004,国农科技,-0.0763,-0.043,-0.4607,-0.1343,-13.613
000005,世纪星源,-0.1853,-0.0049,,-0.0102,-1.0164
000006,深振业A,0.187,0.025,1.5384,0.0342,5.6606
000007,全新好,0.3191,0.1108,27.3978,0.0939,10.2476
000008,神州高铁,-0.2911,-0.0297,-26.2856,-0.5576,-55.7552
000009,中国宝安,-0.2884,-0.0642,-1.7986,-0.1042,-19.5371
000010,美丽生态,-0.0847,-0.0293,-18.1098,-0.0472,-4.9008
000011,深物业A,-0.0784,-0.0226,-0.4843,-0.0312,-4.5175
000012,南玻A,0.2828,0.1346,1.3533,0.296,36.6332
000014,沙河股份,0.019,0.0049,0.1558,0.0073,0.8819
000016,深康佳A,-0.0232,-0.0206,-3.8493,-0.0294,-3.004
000017,深中华A,0.0374,0.0487,,0.004,0.4377
000018,神州长城,0.076,0.0029,0.0908,0.0113,1.4875
000019,深深宝A,-0.0484,-0.0123,,-0.0264,-3.9286
000020,深华发A,0.1129,0.0702,3.5559,0.103,16.4172
000021,深科技,0.0206,0.0526,1.2425,0.154,15.5386
000022,深赤湾A,0.4837,0.1028,0.9503,0.2783,32.954
000023,深天地A,0.1249,0.0806,7.8399,0.1198,12.5397
000025,特力A,-0.0631,-0.0318,-12.4963,-0.0474,-9.0398
000026,飞亚达A,-0.046,-0.0332,-0.8474,-0.06,-6.6853
000027,深圳能源,0.2454,0.0781,1.5045,0.173,32.8969
000028,国药一致,0.0297,0.0469,1.536,0.0567,5.7699
000029,深深房A,-0.351,-0.0729,-3.2196,-0.1175,-24.0398
000030,富奥股份,,0.0014,,0.0,0.0058
000031,中粮地产,-4.3668,-0.1602,-19.3975,-0.2558,-40.7349
000032,深桑达A,0.0147,0.011,0.4236,0.0246,2.4672
000033,*ST新都,0.2185,0.0211,,0.045,22.2039
000034,神州数码,-0.0303,-0.0513,-0.0181,-0.0671,-6.7694
000035,中国天楹,0.0009,0.0,,0.0,0.0002
000036,华联控股,2.9744,0.2166,14.3183,0.4281,50.9559
000037,*ST南电A,-0.0764,-0.0179,,-0.0283,-3.0632
000038,深大通,-0.6203,-0.1799,-5.7881,-0.2886,-36.3841
000039,中集集团,-0.1012,-0.0657,-1.5015,-0.0972,-11.1531
000040,东旭蓝天,1.1132,0.2547,9.301,0.4045,49.3849
000042,中洲控股,0.3398,0.047,1.418,0.072,12.5231
000043,中航地产,-0.3332,-0.0708,-7.8953,-0.0964,-12.8263
000045,深纺织A,-0.04,-0.0119,-0.5061,-0.0885,-14.6165
000046,泛海控股,-1.7123,-0.1177,-14.4828,-0.2033,-72.1191
000048,康达尔,0.0113,0.0121,1.7196,0.0121,1.3633
000049,德赛电池,-0.042,-0.0457,-0.6238,-0.0632,-6.3539
000050,深天马A,0.0618,0.0189,1.2749,0.0281,7.5786
000055,方大集团,-0.066,-0.0244,-1.2142,-0.0551,-5.7261
000056,皇庭国际,-68.9713,-0.4061,,-0.4084,-41.7443
000058,深赛格,0.2341,0.0463,1.6679,0.2417,26.2724
000059,华锦股份,0.1876,0.104,,0.1341,25.0072
000060,中金岭南,0.1741,0.0993,2.4502,0.172,22.8105
000061,农产品,0.6633,0.0872,1.9776,0.1744,22.0332
000062,深圳华强,-2.1149,-0.1764,-4.8095,-0.3295,-95.0236
000063,中兴通讯,-0.127,-0.0768,-3.9229,-0.1091,-13.1655
000065,北方国际,-0.1337,-0.0722,-7.5979,-0.1052,-11.228
000066,中国长城,-0.0425,-0.0805,-4.6698,-0.1151,-11.6927
000068,华控赛格,-0.4849,-0.0511,,-0.0727,-10.1828
000069,华侨城A,-0.7244,-0.1329,-3.4049,-0.1884,-26.5806
000070,特发信息,0.0111,0.0057,0.2639,0.0128,1.6502
000078,海王生物,-0.0225,-0.0179,-1.5577,-0.0222,-2.3035
000088,盐田港,0.6274,0.0394,0.5242,0.5041,194.5414
000089,深圳机场,0.4524,0.1,1.16,0.9868,109.0463
