code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,0.5775,623.3766,,,,
000002,万科A,15.1493,23.7635,0.0722,4986.1496,0.0878,4100.2278
000004,国农科技,8.5902,41.9082,0.5971,602.9141,0.4158,865.8009
000005,世纪星源,4.741,75.9333,0.3979,904.7499,0.1315,2737.6426
000006,深振业A,,,0.0988,3643.7247,0.1469,2450.6467
000007,全新好,11.408,31.5568,0.7493,480.4484,0.7046,510.9282
000008,神州高铁,2.7059,133.0426,41.9192,8.588,0.2084,1727.4472
000009,中国宝安,4.6695,77.096,0.265,1358.4906,0.245,1469.3878
000010,美丽生态,0.5527,651.3479,0.2411,1493.1564,0.1864,1931.3305
000011,深物业A,15.8408,22.7261,0.2434,1479.0468,0.4949,727.4197
000012,南玻A,11.9808,30.0481,5.6463,63.7586,1.9337,186.1716
000014,沙河股份,29.8293,12.0687,0.0931,3866.8099,0.1277,2819.1073
000016,深康佳A,3.801,94.7119,1.6578,217.1553,0.4744,758.8533
000017,深中华A,98.0341,3.6722,4.14,86.9565,1.925,187.013
000018,神州长城,7.6955,46.7806,5.489,65.5857,0.1036,3474.9035
000019,深深宝A,2.6189,137.4623,2.0453,176.0133,0.2884,1248.2663
000020,深华发A,2.2528,159.8011,5.2349,68.7692,0.9796,367.4969
000021,深科技,6.7926,52.9989,12.0899,29.7769,2.078,173.2435
000022,深赤湾A,3.964,90.8174,14.6045,24.6499,0.7162,502.6529
000023,深天地A,1.1232,320.5128,1.3664,263.466,0.5105,705.191
000025,特力A,22.7531,15.822,5.9641,60.3612,1.4498,248.3101
000026,飞亚达A,5.9467,60.5378,0.7035,511.7271,0.6504,553.5055
000027,深圳能源,3.5044,102.728,5.3957,66.7198,0.7595,473.9961
000028,国药一致,2.345,153.5181,5.5595,64.754,1.293,278.4223
000029,深深房A,31.5815,11.3991,0.1741,2067.7771,0.2067,1741.6546
000030,富奥股份,,,,,0.0003,1200000.0
000031,中粮地产,29.99,12.004,0.0672,5357.1429,0.0921,3908.7948
000032,深桑达A,6.6272,54.3216,1.47,244.898,0.8548,421.1511
000033,*ST新都,3.4363,104.7638,13.4818,26.7027,0.3033,1186.9436
000034,神州数码,9.0382,39.8309,3.8127,94.4213,1.5925,226.0597
000035,中国天楹,0.1973,1824.6325,,,0.0343,10495.6268
000036,华联控股,227.2538,1.5841,0.0732,4918.0328,0.0971,3707.518
000037,*ST南电A,1.5728,228.8911,1.2559,286.647,0.4245,848.0565
000038,深大通,,,0.0387,9302.3256,0.0364,9890.1099
000039,中集集团,3.6326,99.1026,2.0408,176.4014,0.9578,375.8613
000040,东旭蓝天,70.7885,5.0856,0.2014,1787.4876,0.2018,1783.9445
000042,中洲控股,53.285,6.7561,0.1222,2945.9902,0.1539,2339.1813
000043,中航地产,4.2567,84.5726,0.1576,2284.264,0.1703,2113.9166
000045,深纺织A,6.0441,59.5622,4.0516,88.8538,0.3858,933.126
000046,泛海控股,3.6866,97.651,0.0108,33333.3333,0.0168,21428.5714
000048,康达尔,26.7627,13.4516,4.6448,77.506,2.5972,138.6108
000049,德赛电池,2.1764,165.4108,5.7461,62.6512,1.1207,321.2278
000050,深天马A,2.6702,134.8214,3.1704,113.5503,0.8502,423.4298
000055,方大集团,1.3022,276.4552,1.7419,206.6709,0.4576,786.7133
000056,皇庭国际,6.4339,55.9536,0.0051,70588.2353,0.0043,83720.9302
000058,深赛格,8.7204,41.2825,54.41,6.6164,0.3076,1170.3511
000059,华锦股份,102.4192,3.515,3.4971,102.9424,2.1724,165.7153
000060,中金岭南,13.1934,27.2864,1.0866,331.3087,0.7964,452.0342
000061,农产品,17.1211,21.0267,5.4408,66.1667,0.1846,1950.1625
000062,深圳华强,48.7208,7.389,0.1063,3386.6416,0.1278,2816.9014
000063,中兴通讯,1.987,181.1777,1.9262,186.8965,0.5234,687.8105
000065,北方国际,2.0965,171.7148,2.2879,157.3495,0.5161,697.5392
000066,中国长城,2.9746,121.0247,3.7824,95.1777,1.399,257.3267
000068,华控赛格,,,3.9869,90.2957,0.0674,5341.2463
000069,华侨城A,26.254,13.7122,0.1149,3133.1593,0.18,2000.0
000070,特发信息,1.5281,235.5867,1.2894,279.1996,0.4652,773.8607
000078,海王生物,2.1445,167.8713,4.3672,82.4327,0.8322,432.5883
000088,盐田港,9.2921,38.7426,297.7076,1.2092,0.077,4675.3247
000089,深圳机场,3.2065,112.2719,229.7926,1.5666,1.0453,344.3987
000090,天健集团,5.9412,60.5938,0.4131,871.4597,0.3993,901.5778
000096,广聚能源,83.8707,4.2923,15.2519,23.6036,1.0101,356.4004
