code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,8.5972,41.8741,,,,
000002,万科A,27.4474,13.116,0.1744,2064.2202,0.2121,1697.3126
000004,国农科技,4.619,77.9389,0.5499,654.6645,0.2998,1200.8005
000005,世纪星源,2.3691,151.9564,0.3867,930.9542,0.353,1019.83
000006,深振业A,11107.1357,0.0324,0.0696,5172.4138,0.1786,2015.6775
000007,全新好,37.7635,9.533,1.3055,275.7564,0.4064,885.8268
000008,神州高铁,9.0127,39.9436,,,0.2031,1772.5258
000009,中国宝安,11.1491,32.2896,0.5203,691.9085,0.4572,787.4016
000010,美丽生态,1.1825,304.4397,0.989,364.004,0.5604,642.3983
000011,深物业A,2.9588,121.6709,0.1291,2788.536,0.1322,2723.1467
000012,南玻A,9.4173,38.2275,5.8772,61.2537,1.4913,241.4001
000014,沙河股份,6.4344,55.9493,0.0153,23529.4118,0.0245,14693.8776
000016,深康佳A,7.838,45.9301,2.6797,134.3434,1.1715,307.2983
000017,深中华A,255.2222,1.4105,4.6832,76.8705,2.3788,151.3368
000018,神州长城,9.4898,37.9355,4.3554,82.656,0.5178,695.2491
000019,深深宝A,2.8486,126.3779,2.0366,176.7652,0.7008,513.6986
000020,深华发A,1.7716,203.2061,1.4352,250.8361,0.5955,604.534
000021,深科技,7.0976,50.7214,46.2439,7.7848,3.1879,112.927
000022,深赤湾A,6.6129,54.4391,22.3188,16.1299,1.6576,217.1815
000023,深天地A,2.0614,174.6386,1.3243,271.8417,0.7171,502.022
000025,特力A,20.7405,17.3573,7.4684,48.2031,2.2319,161.2975
000026,飞亚达A,16.7551,21.486,0.8339,431.7064,0.96,375.0
000027,深圳能源,7.0188,51.2908,7.3592,48.9184,1.2285,293.0403
000028,国药一致,4.0233,89.4788,8.8903,40.4936,2.2168,162.3962
000029,深深房A,27.5225,13.0802,0.3375,1066.6667,0.3228,1115.2416
000030,富奥股份,,,,,0.24,1500.0
000031,中粮地产,25.2436,14.261,0.0935,3850.2674,0.092,3913.0435
000032,深桑达A,9.7674,36.8573,2.0342,176.9737,1.1513,312.69
000033,*ST新都,3.0407,118.3938,20.6387,17.443,1.3023,276.434
000034,神州数码,7.6965,46.7745,2.3426,153.6754,0.8912,403.9497
000035,中国天楹,0.596,604.0268,4.4057,81.7123,0.2437,1477.2261
000036,华联控股,0.4099,878.263,0.0373,9651.4745,0.0256,14062.5
000037,*ST南电A,3.5194,102.2902,10.5701,34.0583,1.5533,231.7646
000038,深大通,,,,,0.0,
000039,中集集团,5.1455,69.964,4.5228,79.5967,1.7484,205.9025
000040,东旭蓝天,22.1521,16.2513,0.2383,1510.7008,0.1952,1844.2623
000042,中洲控股,7.0781,50.8611,0.0704,5113.6364,0.0988,3643.7247
000043,中航地产,4.5889,78.4502,0.2324,1549.0534,0.2475,1454.5455
000045,深纺织A,7.3372,49.065,6.4648,55.6862,1.5586,230.9765
000046,泛海控股,13.1466,27.3835,0.0391,9207.1611,0.0637,5651.4914
000048,康达尔,30.3374,11.8665,1.6416,219.2982,1.2465,288.8087
000049,德赛电池,2.2339,161.1531,4.1685,86.362,1.1235,320.4272
000050,深天马A,2.422,148.6375,2.0852,172.6453,0.6313,570.2519
000055,方大集团,2.032,177.1654,3.4926,103.0751,0.866,415.7044
