code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,0.3506,1026.8112,,,,
000002,万科A,5.9107,60.9065,0.0286,12587.4126,0.0371,9703.504
000004,国农科技,4.7847,75.2398,0.4017,896.1912,0.2572,1399.689
000005,世纪星源,0.8639,416.7149,0.0999,3603.6036,0.0446,8071.7489
000006,深振业A,,,0.0451,7982.2616,0.0677,5317.5775
000007,全新好,4.8248,74.6145,0.3816,943.3962,0.4396,818.9263
000008,神州高铁,2.6368,136.5291,1.0297,349.6164,0.0662,5438.0665
000009,中国宝安,1.7834,201.8616,0.0959,3753.9103,0.0913,3943.0449
000010,美丽生态,0.2017,1784.829,0.0928,3879.3103,0.0728,4945.0549
000011,深物业A,13.6409,26.3912,0.1795,2005.571,0.4158,865.8009
000012,南玻A,6.1165,58.8572,2.4563,146.5619,0.8626,417.3429
000014,沙河股份,8.2436,43.6702,0.0233,15450.6438,0.0355,10140.8451
000016,深康佳A,1.9312,186.4126,0.8333,432.0173,0.235,1531.9149
000017,深中华A,34.2348,10.5156,1.7543,205.2101,0.753,478.0876
000018,神州长城,3.6295,99.1872,4.1202,87.3744,0.059,6101.6949
000019,深深宝A,1.1865,303.4134,0.9662,372.5937,0.2766,1301.5184
000020,深华发A,1.0644,338.2187,2.8098,128.123,0.5421,664.0841
000021,深科技,3.5417,101.6461,6.5263,55.1614,1.1691,307.9292
000022,深赤湾A,2.2313,161.3409,7.0014,51.4183,0.3621,994.2005
000023,深天地A,0.5424,663.7168,0.5886,611.6208,0.2445,1472.3926
000025,特力A,10.8579,33.1556,3.6959,97.4052,0.7664,469.7286
000026,飞亚达A,3.3675,106.9042,0.3748,960.5123,0.3337,1078.8133
000027,深圳能源,1.6461,218.6987,2.4385,147.6317,0.403,893.3002
000028,国药一致,1.1709,307.4558,2.7256,132.081,0.6568,548.1121
000029,深深房A,13.793,26.1002,0.08,4500.0,0.0935,3850.2674
000030,富奥股份,,,,,0.0002,1800000.0
000031,中粮地产,7.3524,48.9636,0.0146,24657.5342,0.0224,16071.4286
000032,深桑达A,3.1957,112.6514,0.7246,496.8258,0.4327,831.9852
000033,*ST新都,1.5134,237.875,6.5589,54.8873,0.1486,2422.611
000034,神州数码,4.1151,87.4827,1.9459,185.0044,0.7454,482.9622
000035,中国天楹,0.0979,3677.2217,,,0.017,21176.4706
000036,华联控股,80.941,4.4477,0.0407,8845.2088,0.0483,7453.4161
000037,*ST南电A,0.7826,460.0051,0.4709,764.4935,0.1803,1996.6722
000038,深大通,0.6737,534.3625,0.0182,19780.2198,0.0176,20454.5455
000039,中集集团,1.8025,199.7226,0.913,394.3045,0.4482,803.2129
000040,东旭蓝天,33.881,10.6254,0.1005,3582.0896,0.0841,4280.6183
000042,中洲控股,44.0281,8.1766,0.1005,3582.0896,0.1214,2965.4036
000043,中航地产,1.8584,193.715,0.0758,4749.3404,0.0712,5056.1798
000045,深纺织A,4.2183,85.3424,0.2533,1421.2396,0.223,1614.3498
000046,泛海控股,1.7539,205.2569,0.0036,100000.0,0.0043,83720.9302
000048,康达尔,13.8193,26.0505,2.0923,172.0595,1.2243,294.0456
000049,德赛电池,0.9631,373.793,2.7114,132.7727,0.5192,693.3744
000050,深天马A,1.3045,275.9678,1.6262,221.375,0.427,843.0913
000055,方大集团,0.596,604.0268,0.7766,463.5591,0.2138,1683.8167
000056,皇庭国际,2.5906,138.9639,0.0024,150000.0,0.0023,156521.7391
000058,深赛格,4.5973,78.3068,18.6843,19.2675,0.1456,2472.5275
000059,华锦股份,152.0827,2.3671,1.753,205.3622,1.147,313.8622
000060,中金岭南,6.2619,57.4905,0.5205,691.6427,0.3648,986.8421
000061,农产品,7.6176,47.259,2.1693,165.9522,0.0866,4157.0439
000062,深圳华强,38.999,9.231,0.0457,7877.4617,0.0648,5555.5556
000063,中兴通讯,0.7574,475.3103,0.7587,474.4958,0.2215,1625.2822
000065,北方国际,0.3224,1116.6253,0.1941,1854.7141,0.0495,7272.7273
000066,中国长城,1.5211,236.6708,1.8992,189.5535,0.7056,510.2041
000068,华控赛格,,,2.1251,169.4038,0.0397,9068.0101
000069,华侨城A,10.323,34.8736,0.0505,7128.7129,0.071,5070.4225
000070,特发信息,0.7597,473.8713,0.7227,498.132,0.2341,1537.8044
000078,海王生物,1.1698,307.7449,2.3784,151.3623,0.4423,813.9272
000088,盐田港,0.6234,577.4783,222.3846,1.6188,0.0425,8470.5882
000089,深圳机场,1.637,219.9145,110.4348,3.2598,0.4651,774.0271
000090,天健集团,3.7585,95.7829,0.2485,1448.6922,0.2443,1473.598
000096,广聚能源,37.3518,9.6381,5.9351,60.6561,0.5113,704.0876
000099,中信海直,1.1624,309.7041,0.4712,764.0068,0.2704,1331.3609
000100,TCL集团,2.4465,147.149,1.6363,220.0086,0.3039,1184.6002
000150,宜华健康,41.0755,8.7643,0.0046,78260.8696,0.0114,31578.9474
000151,中成股份,134.4198,2.6782,0.6319,569.7104,0.2515,1431.4115
000153,丰原药业,1.6007,224.9016,1.8052,199.4239,0.6398,562.6758
000155,*ST川化,13.3344,26.9978,1.9531,184.3224,0.9431,381.7199
000156,华数传媒,8.0242,44.8643,5.5959,64.3328,0.7764,463.6785
000157,中联重科,1.1887,302.8519,0.7991,450.5068,0.2239,1607.8607
000158,常山股份,7.433,48.4327,1.1726,307.0101,0.4482,803.2129
000159,国际实业,2.3479,153.3285,0.12,3000.0,0.0606,5940.5941
000301,东方市场,0.5135,701.0711,0.2478,1452.7845,0.1097,3281.6773
000333,美的集团,4.3184,83.3642,1.7377,207.1704,0.6481,555.4698
000338,潍柴动力,2.8306,127.1815,1.4553,247.3717,0.4476,804.2895
000400,许继电气,0.2453,1467.5907,0.308,1168.8312,0.1178,3056.0272
000401,冀东水泥,3.0087,119.653,0.9553,376.845,0.2783,1293.5681
