code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,,,0.1124,1601.4235,0.098,1836.7347
000004,国农科技,9.6564,18.6405,1.8875,95.3642,0.9196,195.7373
000005,世纪星源,1.5147,118.8354,0.3788,475.1848,0.2326,773.8607
000006,深振业A,121.2378,1.4847,0.0928,1939.6552,0.1062,1694.9153
000007,全新好,58.0354,3.1016,48.3159,3.7255,0.1231,1462.2258
000008,神州高铁,0.2968,606.469,0.4370000000000001,411.8993,0.1259,1429.7061
000009,中国宝安,1.9447,92.5593,0.3079,584.6054,0.2316,777.2021
000010,美丽生态,0.3618,497.5124,0.057,3157.8947,0.0414,4347.8261
000011,深物业A,14.5586,12.3638,0.4178,430.8281,0.2007,896.8610000000001
000012,南玻A,8.1319,22.135,5.8584,30.7251,0.9881,182.1678
000014,沙河股份,187.8732,0.9581,0.0809,2224.9691,0.0859,2095.4598
000016,深康佳A,4.4783,40.1938,3.4454,52.2436,0.8797,204.6152
000017,深中华A,2.1180000000000003,84.9858,16.1223,11.1647,1.0399,173.0936
000018,神州长城,0.2956,608.931,2.0152,89.3212,0.1645,1094.2249
000019,深深宝A,1.9223,93.6378,0.6184,291.0737,0.2631,684.1505
000020,深华发A,2.155,83.5267,5.2175,34.4993,1.0315,174.5032
000021,深科技,5.0933,35.3405,4.6275,38.8979,0.8008,224.7752
000022,深赤湾A,4.4179,40.7433,34.8933,5.1586,1.2499,144.0115
000023,深天地A,0.8406,214.1328,1.1664,154.321,0.36,500.0
000025,特力A,3.155,57.0523,16.6161,10.8329,0.3855,466.9261
000026,飞亚达A,4.8133,37.3964,0.5491,327.8091,0.6889,261.2861
000027,深圳能源,1.565,115.016,3.833,46.9606,0.4525,397.7901
000028,国药一致,2.4402,73.7644,4.5763,39.3331,1.0873,165.5477
000029,深深房A,5.5686,32.3241,0.314,573.2484,0.3786,475.4358
000030,富奥股份,2.3097,77.9322,5.0988,35.3024,0.6821,263.8909
000031,中粮地产,24.8512,7.2431,0.0728,2472.5275,0.0719,2503.4771
000032,深桑达A,3.5367,50.8949,3.1291,57.5245,0.5408,332.8402
000034,神州数码,4.7334,38.0276,4.6244,38.924,1.6907,106.4648
000035,中国天楹,2.3021,78.1895,3.7253,48.3183,0.4339,414.8421
000036,华联控股,44.7014,4.0267,0.086,2093.0233,0.1954,921.1873
000037,深南电A,5.5193,32.6128,13.1439,13.6946,0.7513,239.5847
000038,深大通,1.5992,112.5563,59.699,3.0151,0.3884,463.4398
000039,中集集团,,,1.9118,94.1521,0.7076,254.381
000039,中集集团,,,1.9118,94.1521,0.7076,254.38099999999997
000040,东旭蓝天,1.186,151.7707,1.7064,105.4852,0.2047,879.3356
000042,中洲控股,56.4983,3.1859,0.1239,1452.7845,0.1553,1159.047
000043,中航善达,4.1792,43.0704,0.431,417.6334,0.2489,723.182
000045,深纺织A,2.5810000000000004,69.7404,1.5841,113.6292,0.1859,968.2625
000046,泛海控股,,,0.0062,29032.2581,0.0085,21176.4706
000048,*ST康达,3.1651,56.8702,0.6082,295.9553,0.3711,485.0445
000049,德赛电池,1.9352,93.0136,3.4293,52.4888,1.0682,168.5078
000050,深天马A,2.6817,67.1216,5.4012,33.3259,1.0572,170.2611
000055,方大集团,0.7214,249.5148,1.2102,148.7357,0.3145,572.337
000056,皇庭国际,5.8820000000000014,30.6018,7.2656,24.7743,0.1255,1434.2629
000058,深赛格,11.3176,15.9044,0.1888,953.3898,0.1789,1006.1487
000059,华锦股份,32.519,5.5352,3.1764,56.6679,1.314,136.9863
000060,中金岭南,20.7706,8.6661,4.473,40.2414,1.5267,117.9014
000061,农产品,19.902,9.0443,1.2184,147.7347,0.3149,571.61
000062,深圳华强,2.5126,71.6389,2.9114,61.8259,0.9171,196.2709
000063,中兴通讯,,,1.0469,171.9362,0.4019,447.8726
000065,北方国际,1.6327,110.2468,5.9493,30.2557,0.4381,410.8651
000066,中国长城,1.8126,99.3049,1.892,95.1374,0.5348,336.5744
000068,华控赛格,0.3593,500.9741,2.3356,77.068,0.0742,2425.876
000069,华侨城A,30.0785,5.9843,0.0553,3254.9729,0.0791,2275.6005
000070,特发信息,1.2329,145.9972,1.3574,132.6065,0.5267,341.7505
000078,海王生物,1.1335,158.8002,4.3562,41.3204,0.648,277.7778
000088,盐田港,6.5476,27.491,227.5945,0.7909,0.1562,1152.3688
000089,深圳机场,3.3964,52.9973,209.7379,0.8582,0.4329,415.8004
000090,天健集团,2.2337,80.5838,0.162,1111.1111,0.1588,1133.5013
000096,广聚能源,104.1817,1.7278,23.5271,7.6508,0.5471,329.0075
000099,中信海直,1.2478,144.2539,1.4903,120.7811,0.3631,495.7312
000100,TCL集团,3.5086,51.3025,3.4544,52.1075,0.6687,269.17900000000003
000150,宜华健康,1.1918,151.0321,4.532,39.7176,0.3716,484.3918
