code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,19.8674,18.1201,0.219,1643.8356,0.2787,1291.7115
000004,国农科技,0.4032,892.8571,0.3819,942.6551,0.0799,4505.632
000005,世纪星源,41.1858,8.7409,0.7154,503.215,0.8517,422.684
000006,深振业A,10.7388,33.5233,0.4766,755.3504,0.476,756.3025
000007,全新好,7.9809,45.1077,0.0892,4035.8744,0.2,1800.0
000008,神州高铁,2.8721,125.3438,2.7625,130.3167,0.1552,2319.5876
000009,中国宝安,6.3127,57.0279,0.2705,1330.8688,0.2367,1520.9125
000010,美丽生态,1.1686,308.0609,0.6266,574.5292,0.2331,1544.4015
000011,深物业A,2.6683,134.9174,0.1305,2758.6207,0.1377,2614.3791
000012,南玻A,4.2257,85.193,2.675,134.5794,1.257,286.3962
000014,沙河股份,38.2343,9.4156,0.3924,917.4312,0.3043,1183.043
000016,深康佳A,7.7806,46.2689,1.4694,244.998,0.7599,473.7465
000017,深中华A,8.6811,41.4694,1.6537,217.6937,0.7659,470.0353
000018,神州长城,1.5918,226.1591,1.3029,276.3067,0.6,600.0
000019,深深宝A,2.2404,160.6856,1.4396,250.0695,0.3715,969.0444
000020,深华发A,1.3255,271.5956,1.9167,187.8228,0.6047,595.3365
000021,深科技,3.2773,109.8465,19.2103,18.7399,2.9915,120.341
000022,深赤湾A,3.6935,97.4685,14.6989,24.4916,2.1993,163.6884
000023,深天地A,0.9667,372.401,1.35,266.6667,0.3714,969.3053
000025,特力A,22.512,15.9915,4.985,72.2166,1.8058,199.3576
000026,飞亚达A,9.4284,38.1825,0.5646,637.6196,0.6427,560.1369
000027,深圳能源,5.048,71.3154,3.2534,110.6535,0.6965,516.8701
000028,国药一致,3.8189,94.268,6.9729,51.6284,2.0125,178.882
000029,深深房A,11.8948,30.2653,0.2314,1555.7476,0.2072,1737.4517
000030,富奥股份,,,,,0.0406,8866.9951
000031,中粮地产,11.7357,30.6756,0.2041,1763.8413,0.2912,1236.2637
000032,深桑达A,5.3722,67.0117,1.1252,319.9431,0.7148,503.6374
000033,*ST新都,5.2269,68.8745,1.6962,212.2391,1.5543,231.6155
000034,神州数码,1.5602,230.7396,1.1157,322.6674,0.3008,1196.8085
000035,中国天楹,0.0422,8530.8057,0.12,3000.0,0.02,18000.0
