code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,12.3839,29.07,0.0662,5438.0665,0.0858,4195.8042
000004,国农科技,0.6148,585.5563,0.2003,1797.304,0.0669,5381.1659
000005,世纪星源,1.6639,216.3592,0.4594,783.6308,0.375,960.0
000006,深振业A,19.2711,18.6808,0.0303,11881.1881,0.0419,8591.8854
000007,全新好,1.971,182.6484,0.1145,3144.1048,0.1305,2758.6207
000008,神州高铁,2.7946,128.8199,,,0.0626,5750.7987
000009,中国宝安,2.3201,155.1657,0.103,3495.1456,0.0836,4306.2201
000010,美丽生态,0.4335,830.4498,0.1361,2645.1139,0.0756,4761.9048
000011,深物业A,0.8984,400.7124,0.0542,6642.0664,0.0534,6741.573
000012,南玻A,2.3673,152.072,1.546,232.859,0.6543,550.2063
000014,沙河股份,3.4595,104.0613,0.014,25714.2857,0.0229,15720.524
000016,深康佳A,3.8768,92.8601,0.9223,390.3285,0.4145,868.5163
000017,深中华A,2.7076,132.9591,0.8995,400.2223,0.4075,883.4356
000018,神州长城,0.3752,959.4883,0.2783,1293.5681,0.0937,3842.0491
000019,深深宝A,1.2374,290.9326,0.4527,795.2286,0.1319,2729.3404
000020,深华发A,0.4393,819.4855,1.4496,248.3444,0.2277,1581.0277
000021,深科技,4.127,87.2304,27.5611,13.0619,1.1165,322.4362
000022,深赤湾A,1.7459,206.1974,7.3896,48.7171,0.8589,419.1408
000023,深天地A,0.9133,394.175,2.325,154.8387,0.4698,766.2835
000025,特力A,8.7072,41.3451,2.6736,134.6499,0.829,434.2581
000026,飞亚达A,6.0922,59.092,0.3105,1159.4203,0.3511,1025.3489
000027,深圳能源,1.7765,202.6457,1.535,234.5277,0.2543,1415.6508
000028,国药一致,1.2925,278.53,2.6965,133.5064,0.6782,530.8169
000029,深深房A,5.7487,62.6229,0.1411,2551.382,0.092,3913.0435
000030,富奥股份,,,0.0,,0.1043,3451.582
000031,中粮地产,4.482,80.3213,0.0445,8089.8876,0.0574,6271.777
000032,深桑达A,2.685,134.0782,0.4734,760.4563,0.3103,1160.1676
000033,*ST新都,2.2159,162.4622,0.5064,710.9005,0.4752,757.5758
