code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,3.5076,102.6343,,,,
000002,万科A,22.6719,15.8787,0.1765,2039.6601,0.1878,1916.9329
000004,国农科技,4.3648,82.478,0.3399,1059.135,0.2895,1243.5233
000005,世纪星源,2.0654,174.3004,0.1356,2654.8673,0.0778,4627.2494
000006,深振业A,1680.7033,0.2142,0.0434,8294.9309,0.0831,4332.13
000007,全新好,15.2187,23.6551,0.6081,592.0079,0.2298,1566.5796
000008,神州高铁,2.8153,127.8727,,,0.1358,2650.9573
000009,中国宝安,5.888,61.1413,0.5587,644.353,0.3478,1035.0776
000010,美丽生态,0.9275,388.1402,0.7254,496.2779,0.4088,880.6262
000011,深物业A,7.5199,47.873,0.2171,1658.222,0.3076,1170.3511
000012,南玻A,7.512,47.9233,4.1455,86.8412,1.2314,292.3502
000014,沙河股份,67.1642,5.36,0.1386,2597.4026,0.2141,1681.4573
000016,深康佳A,4.3759,82.2688,1.5669,229.753,0.5714,630.0315
000017,深中华A,147.2019,2.4456,2.6985,133.4074,1.1521,312.4729
000018,神州长城,5.9778,60.2228,3.6916,97.5187,0.1764,2040.8163
000019,深深宝A,2.609,137.9839,1.4171,254.0399,0.4811,748.2852
000020,深华发A,1.6023,224.677,2.2235,161.9069,0.7083,508.2592
000021,深科技,6.0326,59.6758,12.2844,29.3055,1.6303,220.8183
000022,深赤湾A,4.1224,87.3278,12.344,29.164,0.8438,426.6414
000023,深天地A,1.1424,315.1261,0.4367,824.3646,0.2982,1207.2435
000025,特力A,14.75,24.4068,4.6568,77.3063,1.5989,225.1548
000026,飞亚达A,5.2073,69.1337,0.5634,638.9776,0.6163,584.1311
000027,深圳能源,3.5474,101.4828,2.8269,127.348,0.592,608.1081
000028,国药一致,2.5561,140.8396,6.306,57.0885,1.4716,244.6317
000029,深深房A,20.1404,17.8745,0.2354,1529.3118,0.2206,1631.913
000030,富奥股份,,,0.0,,0.2724,1321.5859
000031,中粮地产,12.5323,28.7258,0.0257,14007.7821,0.0326,11042.9448
000032,深桑达A,5.0306,71.562,1.1221,320.827,0.6855,525.1641
000033,*ST新都,1.4636,245.9688,12.1634,29.597,0.5782,622.6219
000034,神州数码,8.7096,41.3337,2.8123,128.0091,1.2619,285.2841
000035,中国天楹,0.2014,1787.4876,,,0.0486,7407.4074
000036,华联控股,775.5341,0.4642,0.3258,1104.9724,0.3699,973.236
000037,*ST南电A,2.0754,173.4605,0.6689,538.197,0.4156,866.2175
000038,深大通,,,0.0,,0.0,
000039,中集集团,2.5866,139.1788,1.0625,338.8235,0.5264,683.8906
000040,东旭蓝天,21.7059,16.5854,0.1022,3522.5049,0.1071,3361.3445
000042,中洲控股,16.7964,21.4332,0.2064,1744.186,0.2582,1394.268
000043,中航地产,4.8704,73.9159,0.0868,4147.4654,0.1197,3007.5188
000045,深纺织A,28.0767,12.822,10.7335,33.5399,1.2617,285.3293
000046,泛海控股,4.8374,74.4201,0.0237,15189.8734,0.0351,10256.4103
000048,康达尔,15.4867,23.2458,0.75,480.0,0.5404,666.1732
000049,德赛电池,1.6644,216.2942,2.6749,134.5845,0.7694,467.8971
000050,深天马A,3.2875,109.5057,2.7554,130.6525,0.7026,512.3826
000055,方大集团,1.2686,283.7774,1.7734,202.9999,0.4533,794.176
000056,皇庭国际,7.277,49.4709,0.0081,44444.4444,0.0088,40909.0909
000058,深赛格,5.2202,68.9629,21.9973,16.3656,0.2922,1232.0329
000059,华锦股份,245.3376,1.4674,2.8407,126.7293,0.1823,1974.7669
000060,中金岭南,11.7279,30.696,1.0673,337.2997,0.712,505.618
000061,农产品,13.8684,25.9583,6.3026,57.1193,0.3474,1036.2694
000062,深圳华强,2.3425,153.682,2.6454,136.0853,0.4731,760.9385
000063,中兴通讯,2.3787,151.3432,1.8481,194.7947,0.5781,622.7296
000065,北方国际,2.3416,153.741,1.1427,315.0433,0.384,937.5
000066,中国长城,6.6949,53.7723,7.9724,45.1558,1.6616,216.6586
000068,华控赛格,2.1122,170.4384,1.6706,215.4914,0.4987,721.8769
000069,华侨城A,29.0518,12.3917,0.3908,921.1873,0.386,932.6425
000070,特发信息,1.3717,262.4481,1.8708,192.431,0.4888,736.4975
000078,海王生物,2.2965,156.7603,3.9485,91.1739,0.6422,560.573
000088,盐田港,12.4932,28.8157,120.6069,2.9849,0.1193,3017.6027
000089,深圳机场,3.6262,99.2775,181.8301,1.9799,0.5033,715.2792
