code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,-0.357,-0.0049,-1.0001,-0.0051,
000002,万科A,-0.5675,-0.0593,-3.0101,-0.0849,-11.0781
000004,国农科技,-0.138,-0.0226,-0.7953,-0.0464,-4.6694
000005,世纪星源,-0.4182,-0.0072,,-0.015,-1.5046
000006,深振业A,0.1529,0.0158,1.2087,0.0219,7.5713
000007,全新好,0.5197,0.0962,4.646,0.0847,9.1487
000008,神州高铁,-0.389,-0.0254,-116.4255,-0.4896,-48.9632
000009,中国宝安,-0.0984,-0.0177,-0.6251,-0.0274,-5.2678
000010,美丽生态,-0.2363,-0.0564,,-0.09,-9.358
000011,深物业A,0.0707,0.0178,0.3892,0.0249,3.7224
000012,南玻A,0.2748,0.0847,1.3337,0.179,22.7631
000014,沙河股份,-0.0571,-0.0144,-0.3382,-0.0223,-2.6104
000016,深康佳A,-0.0002,-0.0001,-0.0325,-0.0002,-0.0216
000017,深中华A,0.0477,0.0338,,0.0028,0.3057
000018,神州长城,-0.0704,-0.0019,-0.0693,-0.0069,-0.8937
000019,深深宝A,-0.0626,-0.0094,,-0.0202,-3.0833
000020,深华发A,0.081,0.0363,1.7071,0.0541,8.9845
000021,深科技,0.019,0.0329,1.0346,0.1061,10.7257
000022,深赤湾A,0.4529,0.0636,0.8832,0.1645,19.4508
000023,深天地A,0.1126,0.0478,,0.0692,7.2562
000025,特力A,-0.0995,-0.0332,-11.5334,-0.0496,-9.5315
000026,飞亚达A,0.0011,0.0005,0.0206,0.001,0.1149
000027,深圳能源,0.252,0.0513,1.5037,0.1078,15.8877
000028,国药一致,0.0348,0.0377,1.7281,0.0456,4.6591
000029,深深房A,-0.1285,-0.0205,-1.0398,-0.0338,-5.658
000030,富奥股份,,0.0049,,0.0001,0.0197
000031,中粮地产,-2.6624,-0.0864,-18.4242,-0.1463,-21.9143
000032,深桑达A,0.0453,0.0179,1.8007,0.0365,3.6551
000033,*ST新都,0.2252,0.0139,,0.0298,14.8946
000034,神州数码,-0.0501,-0.0606,-22.116,-0.0094,-1.3186
000035,中国天楹,0.0033,0.0,,0.0,0.0005
