code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,1.9473,184.8714,,,,
000002,万科A,43.9611,8.1891,0.2692,1337.2957,0.302,1192.053
000004,国农科技,23.5419,15.2919,1.4149,254.4349,1.0059,357.8885
000005,世纪星源,22.2631,16.1703,1.6947,212.427,0.6646,541.6792
000006,深振业A,,,0.2501,1439.4242,0.3372,1067.6157
000007,全新好,21.5444,16.7097,1.5843,227.2297,1.3813,260.624
000008,神州高铁,24.3018,14.8137,101.6453,3.5417,0.2306,1561.1448
000009,中国宝安,9.6391,37.3479,0.6287,572.6101,0.522,689.6552
000010,美丽生态,2.3771,151.445,1.3993,257.2715,0.8712,413.2231
000011,深物业A,14.7274,24.4442,0.4757,756.7795,0.4395,819.1126
000012,南玻A,29.2161,12.322,11.6317,30.9499,4.1146,87.4933
000014,沙河股份,139.1239,2.5876,0.3861,932.4009,0.4972,724.0547
000016,深康佳A,10.4555,34.4316,3.9545,91.0355,1.3255,271.5956
000017,深中华A,278.5995,1.2922,10.326,34.8635,4.0538,88.8056
000018,神州长城,6.2658,57.4548,6.7224,53.5523,0.1629,2209.9448
000019,深深宝A,4.8891,73.6332,3.6743,97.9778,1.0225,352.0782
000020,深华发A,3.922,91.7899,11.0077,32.7044,1.736,207.3733
000021,深科技,16.803,21.4247,37.5727,9.5814,5.5384,65.0007
000022,深赤湾A,8.9493,40.2266,29.9895,12.0042,1.6767,214.7075
000023,深天地A,3.7285,96.5536,2.5849,139.2704,1.4071,255.8454
000025,特力A,43.7895,8.2211,14.7784,24.3599,2.8442,126.5734
000026,飞亚达A,11.9563,30.1096,1.336,269.4611,1.2217,294.6714
000027,深圳能源,6.9196,52.0261,10.8688,33.1223,1.6999,211.7772
000028,国药一致,4.925,73.0964,11.5768,31.0967,2.7014,133.2642
000029,深深房A,64.0464,5.6209,0.3119,1154.2161,0.3888,925.9259
000030,富奥股份,,,,,0.0039,92307.6923
000031,中粮地产,22.2507,16.1793,0.1166,3087.4786,0.1692,2127.6596
000032,深桑达A,13.0478,27.5909,2.2808,157.8394,1.3688,263.0041
000033,*ST新都,6.1203,58.8206,25.0612,14.3648,0.6638,542.332
000034,神州数码,18.4853,19.4749,8.1481,44.1821,3.1845,113.0476
000035,中国天楹,0.3907,921.4231,,,0.0668,5389.2216
000036,华联控股,686.1501,0.5247,0.3149,1143.2201,0.3796,948.3667
000037,*ST南电A,3.7331,96.4346,1.6606,216.7891,0.6977,515.9811
000038,深大通,29.988,12.0048,0.5286,681.0443,0.6076,592.4951
000039,中集集团,8.6335,41.698,4.3215,83.3044,1.9058,188.8971
000040,东旭蓝天,159.3202,2.2596,0.4818,747.198,0.4887,736.6483
000042,中洲控股,55.0507,6.5394,0.1976,1821.8623,0.2784,1293.1034
000043,中航地产,18.6076,19.3469,0.7605,473.3728,0.6815,528.2465
000045,深纺织A,14.6001,24.6574,10.2189,35.2288,1.0511,342.4983
000046,泛海控股,34.0479,10.5733,0.0525,6857.1429,0.0729,4938.2716
000048,康达尔,58.3711,6.1674,7.8915,45.6187,4.4506,80.888
000049,德赛电池,3.8349,93.8747,12.3967,29.04,2.2619,159.1582
