code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,38.2133,9.4208,0.1449,2484.472,0.1577,2282.8155
000004,国农科技,9.1287,39.4361,0.4802,749.6876,0.365,986.3014
000005,世纪星源,0.449,801.7817,1.8953,189.9435,0.1178,3056.0272
000006,深振业A,110.9419,3.2449,0.1384,2601.1561,0.1932,1863.354
000007,全新好,1.8977,189.7033,1.3438,267.897,0.209,1722.488
000008,神州高铁,21.3805,16.8378,12.8182,28.0851,1.2981,277.3284
000009,中国宝安,4.0805,88.2245,0.3241,1110.7683,0.2898,1242.236
000010,美丽生态,1.8365,196.025,0.6773,531.5222,0.349,1031.5186
000011,深物业A,18.1585,19.8254,0.2928,1229.5082,0.4719,762.8735
000012,南玻A,18.7336,19.2168,9.5796,37.5799,2.3115,155.743
000014,沙河股份,69.8706,5.1524,0.1614,2230.4833,0.2069,1739.971
000016,深康佳A,6.6052,54.5025,3.1464,114.4165,1.1107,324.1199
000017,深中华A,57.9755,6.2095,5.6827,63.3502,1.8252,197.2387
000018,神州长城,10.1796,35.3648,,,0.1434,2510.4603
000019,深深宝A,2.8619,125.7906,1.3035,276.1795,0.4949,727.4197
000020,深华发A,2.5976,138.5895,6.385,56.3821,1.1395,315.928
000021,深科技,8.1737,44.0437,15.6709,22.9725,1.2477,288.5309
000022,深赤湾A,5.0942,70.6686,27.7619,12.9674,1.836,196.0784
000023,深天地A,1.3555,265.5847,2.3357,154.1294,0.6674,539.4067
000025,特力A,66.8248,5.3872,6.037,59.6323,2.4346,147.8682
000026,飞亚达A,6.5621,54.8605,0.7822,460.2403,0.8935,402.9099
000027,深圳能源,5.7767,62.3193,5.5274,65.1301,0.96,375.0
000028,国药一致,3.1598,113.9313,7.9555,45.2517,1.8467,194.9423
000029,深深房A,20.2244,17.8003,0.126,2857.1429,0.1353,2660.7539
000030,富奥股份,3.3667,106.9296,5.2081,69.1231,2.4023,149.8564
000031,中粮地产,20.8794,17.2419,0.1144,3146.8531,0.1303,2762.855
000032,深桑达A,9.9474,36.1904,2.3744,151.6173,1.0437,344.9267
000033,*ST新都,3.745,96.1282,20.0602,17.946,0.4801,749.8438
000034,神州数码,19.4795,18.481,5.936,60.6469,2.3371,154.0371
000035,中国天楹,,,,,0.4673,770.3831
000036,华联控股,17.1698,20.967,0.0416,8653.8462,0.0413,8716.707
000037,*ST南电A,1.0606,339.4305,1.1925,301.8868,0.2752,1308.1395
000038,深大通,18465.9336,0.0195,0.1191,3022.67,0.1234,2917.342
000039,中集集团,4.0334,89.2547,1.9598,183.6922,1.0121,355.6961
000040,东旭蓝天,60.3578,5.9644,0.1146,3141.3613,0.1708,2107.7283
000042,中洲控股,99.2552,3.627,0.088,4090.9091,0.1287,2797.2028
000043,中航地产,7.4081,48.5955,0.2505,1437.1257,0.2343,1536.4917
000045,深纺织A,6.4118,56.1465,4.0403,89.1023,0.7825,460.0639
000046,泛海控股,5.9469,60.5357,0.0441,8163.2653,0.075,4800.0
000048,康达尔,49.6672,7.2482,5.8323,61.7252,1.9158,187.9111
000049,德赛电池,2.4854,144.8459,5.4814,65.6767,1.3144,273.8892
000050,深天马A,3.1673,113.6615,5.8845,61.1777,1.4733,244.3494
000055,方大集团,1.409,255.5004,3.4559,104.1697,0.8071,446.0414
000056,皇庭国际,48.7202,7.3891,0.0147,24489.7959,0.0167,21556.8862
000058,深赛格,32.3503,11.1282,7.343,49.0263,0.4927,730.6677
000059,华锦股份,236.7024,1.5209,4.728,76.1421,2.6938,133.6402
000060,中金岭南,27.9565,12.8771,4.0109,89.7554,2.1138,170.3094
000061,农产品,26.8935,13.3861,9.5549,37.677,0.5893,610.8943
000062,深圳华强,55.5279,6.4832,0.2894,1243.953,0.3336,1079.1367
000063,中兴通讯,2.3634,152.3229,3.3049,108.9292,0.6886,522.7999
000065,北方国际,1.5227,236.4221,1.6568,217.2863,0.3205,1123.2449
000066,中国长城,4.4074,81.6808,4.8242,74.6238,1.8514,194.4474
000068,华控赛格,2.5668,140.2525,38096.472,0.0094,2.2141,162.5943
000069,华侨城A,40.6723,8.8512,0.1922,1873.0489,0.3292,1093.5601
000070,特发信息,2.2586,159.3908,2.1791,165.2058,0.8033,448.1514
000078,海王生物,2.3225,155.0054,6.7267,53.5181,1.1324,317.9089
000088,盐田港,11.351,31.7153,4715.2581,0.0763,0.2336,1541.0959
000089,深圳机场,5.2569,68.4814,447.1978,0.805,1.2595,285.8277
000090,天健集团,11.3929,31.5986,0.5049,713.0125,0.4396,818.9263
000096,广聚能源,212.3546,1.6953,8.8529,40.6646,0.7952,452.7163
000099,中信海直,2.9824,120.7082,1.8645,193.0813,0.6532,551.1329
000100,TCL集团,6.9006,52.1694,3.9658,90.7761,1.1525,312.3644
000150,宜华健康,2.9936,120.2565,0.01,36000.0,0.0118,30508.4746
000151,中成股份,68.6917,5.2408,5.3554,67.2219,0.4984,722.3114
000153,丰原药业,3.7477,96.0589,4.0429,89.045,1.4022,256.7394
000155,*ST川化,21.7872,16.5235,4.7837,75.2556,1.4898,241.6432
000156,华数传媒,4.1305,87.1565,16.582,21.7103,1.4037,256.4651
000157,中联重科,1.2979,277.3711,1.7379,207.1466,0.4258,845.4674
000158,常山股份,47.1559,7.6343,3.2334,111.3379,1.4581,246.8966
000159,国际实业,6.2128,57.9449,0.7993,450.3941,0.4165,864.3457
000166,申万宏源,,,,,,
000301,东方市场,20.0845,17.9243,1.6105,223.5331,0.7028,512.2368
000333,美的集团,9.1325,39.4197,6.2238,57.8425,1.5496,232.318
000338,潍柴动力,7.2693,49.5233,4.4022,81.7773,0.989,364.004
000400,许继电气,1.2707,283.3084,1.7151,209.9003,0.6971,516.4252
000401,冀东水泥,8.3737,42.9917,4.406,81.7068,1.0935,329.2181
000402,金融街,31.7621,11.3343,0.1698,2120.1413,0.1742,2066.5901
000403,ST生化,85.4756,4.2117,0.7611,472.9996,1.3718,262.4289
000404,华意压缩,5.3371,67.4524,4.9023,73.4349,1.2923,278.5731
000407,胜利股份,4.2867,83.9807,3.4407,104.6299,0.9698,371.2106
000408,*ST金源,11.1624,32.2511,1.602,224.7191,0.5234,687.8105
000409,山东地矿,5.7156,62.9855,6.1349,58.6807,0.7176,501.6722
