code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,7.5568,47.6392,0.0323,11145.5108,0.0367,9809.2643
000004,国农科技,2.4761,145.3899,0.2079,1731.6017,0.1347,2672.6058
000005,世纪星源,0.1844,1952.2777,0.6204,580.2708,0.0467,7708.7794
000006,深振业A,19.3631,18.5921,0.0305,11803.2787,0.0378,9523.8095
000007,全新好,0.5562,647.2492,0.465,774.1935,0.0558,6451.6129
000008,神州高铁,6.6862,53.8422,4.0905,88.0088,0.4447,809.5345
000009,中国宝安,1.5447,233.055,0.1113,3234.5013,0.1027,3505.3554
000010,美丽生态,0.1782,2020.202,0.0981,3669.7248,0.0818,4400.978
000011,深物业A,11.1657,32.2416,0.1582,2275.6005,0.2859,1259.1815
000012,南玻A,5.3727,67.0054,2.4591,146.395,0.798,451.1278
000014,沙河股份,34.0658,10.5678,0.068,5294.1176,0.077,4675.3247
000016,深康佳A,2.4685,145.8376,1.0492,343.1186,0.3703,972.1847
000017,深中华A,10.249,35.1254,1.458,246.9136,0.3848,935.5509
000018,神州长城,3.2635,110.311,,,0.0484,7438.0165
000019,深深宝A,1.0293,349.7523,0.4329,831.6008,0.1383,2603.0369
000020,深华发A,0.8629,417.1978,2.3164,155.4136,0.3849,935.3079
000021,深科技,2.5073,143.5807,5.3011,67.9104,0.4678,769.5596
000022,深赤湾A,1.5338,234.7112,8.5962,41.879,0.6357,566.3049
000023,深天地A,0.3459,1040.7632,0.6402,562.3243,0.1661,2167.3691
000025,特力A,18.9494,18.998,2.0602,174.7403,0.8552,420.9542
000026,飞亚达A,2.3193,155.2192,0.2633,1367.2617,0.2977,1209.2711
000027,深圳能源,1.7769,202.6,1.5742,228.6876,0.2572,1399.689
000028,国药一致,1.055,341.2322,2.6297,136.8977,0.6047,595.3365
000029,深深房A,5.8519,61.5185,0.0505,7128.7129,0.0508,7086.6142
000030,富奥股份,1.0425,345.3237,1.3132,274.1395,0.7358,489.2634
000031,中粮地产,4.2639,84.4297,0.0272,13235.2941,0.0298,12080.5369
000032,深桑达A,3.5547,101.2744,0.7344,490.1961,0.3693,974.8172
