code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,54.5437,6.6002,0.3166,1137.0815,0.3365,1069.8366
000004,国农科技,12.2431,29.4043,0.5277,682.2058,0.4736,760.1351
000005,世纪星源,0.732,491.8033,2.5422,141.6096,0.1695,2123.8938
000006,深振业A,299.0643,1.2038,0.5462,659.0992,0.5976,602.4096
000007,全新好,4.633,77.7034,3.9786,90.4841,0.4267,843.6841
000008,神州高铁,36.9509,9.7427,16.3712,21.9898,1.6481,218.4333
000009,中国宝安,6.0062,59.9381,0.4751,757.7352,0.4365,824.7423
000010,美丽生态,2.8024,128.4613,1.4102,255.2829,0.6324,569.26
000011,深物业A,32.7805,10.9821,0.3384,1063.8298,0.5067,710.4796
000012,南玻A,37.4296,9.6181,14.7492,24.4081,3.8269,94.0709
000014,沙河股份,117.9572,3.052,0.2279,1579.6402,0.3215,1119.7512
000016,深康佳A,9.0189,39.9162,4.3604,82.5612,1.5504,232.1981
000017,深中华A,41.5102,8.6726,21.9544,16.3976,2.1868,164.6241
000018,神州长城,,,,,0.4482,803.2129
000019,深深宝A,4.1338,87.0869,1.4442,249.273,0.6039,596.1252
000020,深华发A,3.8685,93.0593,12.384,29.0698,1.5191,236.9824
000021,深科技,9.2999,38.7101,23.16,15.544,1.6321,220.5747
000022,深赤湾A,7.5002,47.9987,42.7505,8.421,2.2114,162.7928
000023,深天地A,2.075,173.494,2.9776,120.9027,0.9564,376.4115
000025,特力A,90.1674,3.9926,7.0057,51.3867,3.2159,111.9438
000026,飞亚达A,9.7968,36.7467,0.9934,362.3918,1.2001,299.975
000027,深圳能源,7.3575,48.9297,8.1434,44.2076,1.2757,282.198
000028,国药一致,4.2108,85.4944,10.9009,33.0248,2.4467,147.137
000029,深深房A,109.9034,3.2756,0.5731,628.1626,0.6378,564.4403
000030,富奥股份,4.683,76.8738,7.1895,50.073,3.2368,111.221
000031,中粮地产,35.2417,10.2152,0.2627,1370.3845,0.295,1220.339
000032,深桑达A,14.5429,24.7543,3.4146,105.4296,1.525,236.0656
000033,*ST新都,7.8697,45.7451,26.7308,13.4676,0.8281,434.7301
000034,神州数码,38.8431,9.2681,9.4954,37.9131,2.7876,129.1433
000035,中国天楹,,,,,0.4472,805.0089
000036,华联控股,33.788,10.6547,0.0543,6629.8343,0.0576,6250.0
000037,*ST南电A,1.2329,291.9945,1.2858,279.9813,0.3347,1075.5901
000038,深大通,145.2031,2.4793,0.2182,1649.8625,0.263,1368.8213
000039,中集集团,6.3235,56.9305,2.8382,126.841,1.4557,247.3037
000040,东旭蓝天,104.1805,3.4555,0.1823,1974.7669,0.2723,1322.0712
000042,中洲控股,267.7622,1.3445,0.2288,1573.4266,0.3284,1096.2241
000043,中航地产,14.9921,24.0126,0.5621,640.4554,0.5542,649.585
000045,深纺织A,9.4509,38.0916,6.2693,57.4227,1.0578,340.329
000046,泛海控股,8.2156,43.8191,0.0985,3654.8223,0.1718,2095.4598
000048,康达尔,71.9821,5.0012,6.3734,56.4848,2.4912,144.5087
000049,德赛电池,2.8471,126.4445,10.5267,34.1988,1.8185,197.9654
000050,深天马A,4.789,75.1723,7.2101,49.93,1.8058,199.3576
000055,方大集团,2.0884,172.3808,4.0862,88.1014,1.0967,328.2575
000056,皇庭国际,26.9759,13.3452,0.0256,14062.5,0.0353,10198.3003
000058,深赛格,5.5613,64.7331,9.6591,37.2706,0.5894,610.7906
000059,华锦股份,468.0111,0.7692,6.7744,53.1412,4.1584,86.5718
000060,中金岭南,52.5293,6.8533,10.0482,35.8273,4.6499,77.421
000061,农产品,37.8609,9.5085,25.6741,14.0219,0.7675,469.0554
000062,深圳华强,133.7587,2.6914,0.5065,710.7601,0.7335,490.7975
000063,中兴通讯,3.4621,103.9831,4.45,80.8989,0.9462,380.4692
000065,北方国际,4.0726,88.3956,4.9405,72.8671,0.9198,391.3894
000066,中国长城,5.9461,60.5439,7.9225,45.4402,2.5888,139.0606
000068,华控赛格,3.6724,98.0285,45256.3866,0.008,3.0779,116.9629
000069,华侨城A,73.592,4.8918,0.3259,1104.6333,0.5369,670.5159
000070,特发信息,3.079,116.9211,3.1208,115.355,1.1661,308.7214
000078,海王生物,2.9687,121.2652,8.6819,41.4656,1.408,255.6818
000088,盐田港,13.4409,26.7839,4622.105,0.0779,0.3405,1057.2687
000089,深圳机场,8.1008,44.4401,745.1926,0.4831,1.7401,206.8847
