code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000002,万科A,69.3443,3.8936,0.1571,1718.6505,0.1445,1868.5121
000004,国农科技,24.41,11.061,3.7837,71.3587,0.4924,548.3347
000005,世纪星源,2.3349,115.6366,0.4291,629.224,0.2921,924.341
000006,深振业A,340.9495,0.7919,0.2208,1222.8261,0.2085,1294.964
000007,全新好,30.5299,8.8438,102.2566,2.6404,0.156,1730.7692
000008,神州高铁,0.5634,479.2332,0.6646,406.2594,0.2076,1300.578
000009,中国宝安,2.8299,95.4097,0.3899,692.4853,0.2988,903.6145
000010,美丽生态,1.7892,150.9054,0.2363,1142.6153,0.212,1273.5849
000011,深物业A,68.5206,3.9404,0.6488,416.1529,0.5212,518.0353
000012,南玻A,11.2391,24.0233,9.905,27.259,2.3483,114.9768
000014,沙河股份,436.3606,0.6188,0.292,924.6575,0.282,957.4468
000016,深康佳A,8.24,32.767,3.0529,88.4405,1.2729,212.1141
000016,深康佳A,8.24,32.766999999999996,3.0529,88.4405,1.2729,212.1141
000017,深中华A,5.1788,52.1356,15.197,17.7667,1.8781,143.7623
000017,深中华A,5.1788,52.1356,15.197000000000001,17.7667,1.8781,143.7623
000018,神州长城,1.0651,253.4973,9.6288,28.0409,0.5549,486.5742
000019,深深宝A,2.9073,92.8697,1.144,236.014,0.3898,692.6629
000019,深深宝A,2.9073,92.8697,1.1440000000000001,236.014,0.3898,692.6629
000020,深华发A,3.7417,72.1597,12.103,22.3085,1.7615,153.2785
000021,深科技,4.9449,54.6017,8.6163,31.336,1.1134,242.5004
000022,深赤湾A,7.0072,38.5318,50.7267,5.3226,1.8866,143.1146
000023,深天地A,1.2831,210.4279,1.7464,154.6038,0.5692,474.35
000025,特力A,63.2386,4.2695,13.6885,19.7246,0.6188,436.3284
000026,飞亚达A,7.6724,35.1911,0.757,356.6711,0.919,293.7976
000027,深圳能源,2.5852,104.4407,4.6385,58.2085,0.7507,359.6643
000028,国药一致,3.5896,75.2173,6.846,39.4391,1.6927,159.5085
000029,深深房A,7.0391,38.3572,0.3763,717.5126,0.2963,911.2386
000030,富奥股份,3.753,71.9424,6.6714,40.4713,1.0998,245.4992
000031,中粮地产,35.6175,7.5805,0.1722,1567.9443,0.1529,1765.86
000032,深桑达A,4.8704,55.4369,3.4928,77.3019,0.789,342.2053
000034,神州数码,6.5046,41.5091,7.1537,37.7427,2.5273,106.8334
000035,中国天楹,4.0272,67.0441,4.772,56.5801,0.9933,271.8212
000036,华联控股,186.2887,1.4494,0.2278,1185.2502,0.4482,602.4096
000037,深南电A,6.6804,40.4167,17.4412,15.4806,0.7724,349.5598
000038,深大通,2.0169,133.8688,2.3259,116.0841,0.3276,824.1758
000039,中集集团,3.9866,67.7269,2.4402,110.6467,0.9238,292.2711
000040,东旭蓝天,2.9785,90.6497,1.0359,260.6429,0.3328,811.2981
000042,中洲控股,37.0108,7.2952,0.1278,2112.6761,0.1297,2081.7271
000043,中航地产,5.4753,49.3124,0.4645,581.2702,0.3355,804.7689999999999
000045,深纺织A,5.0058,53.9374,3.3304,81.0713,0.3664,736.8996
000046,泛海控股,4.2578,63.413000000000004,0.0316,8544.3038,0.0268,10074.6269
000046,泛海控股,4.2578,63.413,0.0316,8544.3038,0.0268,10074.6269
000048,康达尔,20.6334,13.0856,1.0745,251.2797,0.7711,350.1491
000049,德赛电池,2.9868,90.3978,5.751,46.9484,1.5928,169.5128
000050,深天马A,4.2032,64.2368,6.1608,43.8255,1.0678,252.8563
000055,方大集团,0.9528,283.3753,0.7026,384.2869,0.3605,748.9598
000056,皇庭国际,10.3137,26.1788,4.8224,55.9887,0.229,1179.0393
000056,皇庭国际,10.3137,26.1788,4.8224,55.9887,0.22899999999999998,1179.0393
000058,深赛格,12.0458,22.4145,0.2827,955.0761,0.2484,1086.9565
000059,华锦股份,61.8375,4.3663,4.7737,56.5599,1.8295,147.5813
000060,中金岭南,24.9428,10.8248,6.2284,43.3498,2.252,119.8934
000061,农产品,26.1541,10.3234,2.3808,113.4073,0.581,464.716
000062,深圳华强,3.8451,70.2192,3.9054,69.135,1.3166,205.0737
000063,中兴通讯,2.9853,90.4432,1.9182,140.757,0.6853,393.98800000000006
000065,北方国际,2.98,90.604,6.7016,40.2889,0.6758,399.5265
000066,中国长城,4.4387,60.8286,4.3556,61.9892,0.2869,941.0945
000068,华控赛格,1.0542,256.1184,4.1423,65.1812,0.1682,1605.2319
000069,华侨城A,43.0906,6.2659,0.1232,2191.5584,0.1525,1770.4918
000070,特发信息,2.2675,119.0739,2.4922,108.338,0.9516,283.7327
000078,海王生物,1.7614,153.2872,6.3592,42.4582,0.9298,290.385
000088,盐田港,9.6439,27.997,3281.7949,0.0823,0.179,1508.3799
000089,深圳机场,5.4129,49.8808,288.8486,0.9347,0.7325,368.6007
000090,天健集团,7.257999999999999,37.2003,0.2407,1121.7283,0.2549,1059.2389
000096,广聚能源,78.5122,3.4389999999999996,24.7727,10.8991,0.6263,431.1033
000096,广聚能源,78.5122,3.439,24.7727,10.8991,0.6263,431.1033
000099,中信海直,1.7315,155.9342,2.3099,116.8882,0.5381,501.7655
000100,TCL集团,5.3814,50.1728,5.2025,51.8981,1.0204,264.6021
000150,宜华健康,2.6522,101.8023,5.8457,46.1878,0.4471,603.8917
000151,中成股份,36.2305,7.4523,14.7426,18.3143,0.8631,312.8259
000153,丰原药业,2.9676,90.9826,4.1061,65.7558,1.3528,199.586
000153,丰原药业,2.9676,90.9826,4.1061,65.7558,1.3528,199.58599999999998
000155,川化股份,4.3295,62.3629,353.0775,0.7647,1.2534,215.4141
000156,华数传媒,3.3484,80.6355,19.4852,13.8567,0.2759,978.6154
000157,中联重科,0.6664,405.1621,1.2418,217.4263,0.2677,1008.5917
000158,常山北明,3.2513,83.0437,2.8327,95.3154,0.8409,321.0846
000159,国际实业,2.4127,111.9078,0.2596,1040.0616,0.1325,2037.7358
000166,申万宏源,,,,,,
000301,东方市场,17.0174,15.8661,1.0054,268.5498,0.4467,604.4325
000333,美的集团,12.1336,22.2523,7.0879,38.0931,1.3167,205.0581
000338,潍柴动力,7.2578,37.2014,4.8701,55.4403,1.2338,218.8361
000400,许继电气,0.6824,395.6624,1.7561,153.7498,0.4256,634.3985
000401,冀东水泥,7.2919,37.0274,5.2061,51.8622,1.0137,266.351
000402,金融街,23.127,11.6747,0.1878,1437.6997,0.1926,1401.8692
000403,ST生化,13.1443,20.5412,0.6218,434.2232,0.833,324.1297
000404,华意压缩,4.6541,58.0134,5.4971,49.1168,0.8966,301.1376
000407,胜利股份,8.0262,33.6398,5.6407,47.8664,1.4917,181.0015
000408,藏格控股,4.45,60.6742,1.5735,171.592,0.5761,468.6686
000409,山东地矿,3.5929,75.1482,1.2665,213.1859,0.6088,443.4954
000410,沈阳机床,0.4141,652.0164,0.2617,1031.7157,0.1508,1790.4509
000411,英特集团,3.5610000000000004,75.8214,6.8858,39.2111,1.9364,139.434
000413,东旭光电,3.522,76.661,1.8567,145.4193,0.2265,1192.053
000415,渤海金控,18.62,14.5005,14276.7666,0.0189,0.5506,490.3741
000416,民生控股,2.0086,134.422,0.7099,380.3353,0.0081,33333.3333
000417,合肥百货,100.6961,2.6813,4.7795,56.4913,1.5019,179.7723
000418,小天鹅A,10.4215,25.908,7.574,35.6483,0.9336,289.2031
000419,通程控股,168.8265,1.5993,7.2081,37.4579,1.4217,189.9135
000420,吉林化纤,11.8435,22.7973,4.2534,63.4786,0.9772,276.2996
000421,南京公用,13.3006,20.2998,0.9817,275.0331,0.682,395.8944
000422,*ST宜化,15.6534,17.2486,2.0699,130.4411,0.7301,369.8124
000423,东阿阿胶,9.7216,27.7732,0.4445,607.4241,0.5647,478.13
000425,徐工机械,1.3358,202.1261,2.2885,117.9812,0.6363,424.3281
000426,兴业矿业,86.4273,3.124,2.5391,106.3369,1.3335,202.4747
000426,兴业矿业,86.4273,3.1239999999999997,2.5391,106.3369,1.3335,202.4747
000428,华天酒店,10.2438,26.3574,0.1293,2088.1671,0.2293,1177.4967
000429,粤高速A,34.1449,7.9075,743.6614,0.3631,0.7842,344.2999
000430,张家界,85.8594,3.1447,34.4286,7.8423,1.8522,145.7726
000488,晨鸣纸业,5.5349,48.7814,2.8498,94.7435,0.5115,527.8592
000498,山东路桥,2.0256,133.2938,1.2013,224.7565,0.5762,468.5873
000501,鄂武商A,1079.0098,0.2502,11.953,22.5885,3.2102,84.1069
