code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,6.1107,58.9131,,,0.9462,380.4692
000002,万科A,7.0436,51.1102,0.0866,4157.0439,0.1062,3389.8305
000004,国农科技,,,,,,
000005,世纪星源,,,,,,
000006,深振业A,2.3286,154.5993,0.0991,3632.6942,0.111,3243.2432
000007,全新好,3.3535,107.3505,0.0329,10942.2492,0.077,4675.3247
000008,神州高铁,0.4821,746.733,1.2542,287.0356,0.0774,4651.1628
000009,中国宝安,2.9804,120.7892,0.1135,3171.8062,0.1038,3468.2081
000010,美丽生态,,,,,,
000011,深物业A,1.1783,305.5249,0.0569,6326.8893,0.0592,6081.0811
000012,南玻A,1.8013,199.8557,1.2836,280.4612,0.5799,620.7967
000014,沙河股份,20.9823,17.1573,0.2205,1632.6531,0.1533,2348.3366
000016,深康佳A,4.9849,72.2181,0.8438,426.6414,0.4322,832.9477
000017,深中华A,,,,,,
000018,神州长城,0.8124,443.1315,0.6507,553.2503,0.306,1176.4706
000019,深深宝A,0.8746,411.6167,0.6544,550.1222,0.1531,2351.4043
000020,深华发A,0.6247,576.2766,0.9004,399.8223,0.2739,1314.3483
000021,深科技,1.5737,228.7602,8.9225,40.3474,1.4548,247.4567
000022,深赤湾A,1.7843,201.7598,6.9385,51.8844,1.0874,331.0649
000023,深天地A,0.4229,851.2651,0.5873,612.9746,0.1558,2310.6547
000025,特力A,10.1025,35.6347,2.4719,145.637,0.8379,429.6455
000026,飞亚达A,4.7318,76.081,0.2791,1289.8603,0.32,1125.0
000027,深圳能源,,,,,,
000028,国药一致,1.9184,187.6564,3.3078,108.8337,0.9998,360.072
000029,深深房A,5.7732,62.3571,0.1012,3557.3123,0.0918,3921.5686
000030,富奥股份,,,0.0,,0.0374,9625.6684
000031,中粮地产,5.7576,62.5261,0.1164,3092.7835,0.1638,2197.8022
000032,深桑达A,2.8353,126.9707,0.6215,579.2438,0.3909,920.9517
000033,*ST新都,2.8351,126.9796,0.9346,385.1915,0.8243,436.7342
000034,神州数码,0.7988,450.676,0.5807,619.9414,0.1474,2442.3338
000035,中国天楹,0.02,18000.0,0.1052,3422.0532,0.0097,37113.4021
000036,华联控股,30.8339,11.6755,0.834,431.6547,0.2768,1300.578
000037,*ST南电A,1.8472,194.8896,1.7602,204.5222,0.5417,664.5745
000038,深大通,0.1475,2440.678,,,0.0096,37500.0
000039,中集集团,1.5106,238.3159,1.3656,263.6204,0.4776,753.7688
000040,东旭蓝天,0.6896,522.0418,0.1334,2698.6507,0.082,4390.2439
000042,中洲控股,1.3451,267.6381,0.1572,2290.0763,0.0892,4035.8744
000043,中航地产,,,,,,
000045,深纺织A,2.135,168.6183,1.4398,250.0347,0.4623,778.7151
000046,泛海控股,0.7741,465.0562,0.0078,46153.8462,0.007,51428.5714
000048,康达尔,3.0808,116.8528,0.6358,566.2158,0.3365,1069.8366
000049,德赛电池,0.7327,491.3334,1.8974,189.7333,0.4114,875.0608
000050,深天马A,0.7485,480.9619,0.9731,369.9517,0.3349,1074.9477
000055,方大集团,0.2995,1202.0033,0.9223,390.3285,0.1746,2061.8557
000056,皇庭国际,2.5302,142.2812,0.0242,14876.0331,0.0266,13533.8346
000058,深赛格,1.1259,319.7442,2.2415,160.6067,0.2819,1277.0486
000059,华锦股份,12.8009,28.123,2.4285,148.2397,0.8895,404.7218
000060,中金岭南,4.0351,89.2171,0.3198,1125.7036,0.3153,1141.7697
